Q20	Q30	M_22	M_32	M_33	EHFB	isInterpolated
96.0	52.0	0.01662	-0.01664	0.02219	-1867.685835	False
96.0	56.0	0.01341	-0.01158	0.03218	-1867.790111	False
96.0	60.0	0.0105	-0.009942	0.02429	-1868.25895	False
100.0	0.0	0.02226	1.27e-08	0.03144	-1901.743755	False
100.0	4.0	0.0173	-0.003919	0.03072	-1899.455346	False
100.0	8.0	0.01336	-0.006321	0.03074	-1894.873517	False
100.0	12.0	0.01275	-0.006439	0.02919	-1891.301813	False
100.0	16.0	0.0134	-0.00959	0.03469	-1889.59572	False
100.0	20.0	0.0142	-0.01371	0.04144	-1888.995093	False
100.0	24.0	0.01708	-0.01548	0.04011	-1889.543186	False
100.0	28.0	0.02389	-0.02263	0.04441	-1888.401326	False
