q20	q30	M_22	M_32	M_33	EHFB	isInterpolated
148.0	8.0	0.02442	-0.002644	0.01906	-1911.992283	False
148.0	12.0	0.02764	-0.006209	0.02077	-1911.65759	False
148.0	16.0	0.03093	-0.01062	0.0222	-1908.650758	False
148.0	20.0	0.02907	-0.01356	0.02162	-1903.856643	False
148.0	24.0	0.07213	-0.03087	0.03272	-1899.467746	False
148.0	28.0	0.04959	-0.02711	0.0343	-1896.06289	False
148.0	32.0	0.05342	-0.02922	0.0372	-1894.261495	False
152.0	0.0	0.08315	-2.006e-07	0.01852	-1920.106462	False
152.0	4.0	0.02537	-0.004886	0.02023	-1916.367951	False
152.0	8.0	0.020802807460100325	-0.000338797600164753	0.013085725898363876	-1913.3257282584882	True
152.0	12.0	0.02766	-0.005026	0.01945	-1912.228138	False
152.0	16.0	0.03215	-0.01073	0.0227	-1910.07426	False
152.0	20.0	0.05758	-0.03068	0.0377	-1905.12455	False
152.0	24.0	0.05821	-0.02702	0.03223	-1900.631806	False
152.0	28.0	0.0355	-0.02326	0.03485	-1896.915958	False
152.0	32.0	0.07943	-0.0397	0.04009	-1894.576843	False
156.0	0.0	0.06818	4.138e-08	0.01803	-1920.146125	False
156.0	4.0	0.008655	-0.000862	0.01833	-1916.741974	False
156.0	8.0	0.059318991322584225	-0.005205751538881032	0.01247539164901923	-1913.7922061051509	True
156.0	12.0	0.0214	-0.005784	0.01963	-1912.690835	False
156.0	16.0	0.02552	-0.01008	0.02249	-1911.211247	False
156.0	20.0	0.08669	-0.04567	0.04253	-1906.633889	False
156.0	24.0	0.02661	-0.0187	0.02822	-1902.092256	False
156.0	28.0	0.0737	-0.03845	0.0439	-1897.988918	False
156.0	32.0	0.0888	-0.04201	0.03894	-1895.133382	False
160.0	0.0	0.05553	-2.536e-08	0.01757	-1920.12425	False
160.0	4.0	0.01064	-0.0002629	0.01776	-1917.008887	False
160.0	8.0	0.1941	-0.02464	0.02055	-1913.468349	False
160.0	12.0	0.01694	-0.007834	0.02137	-1913.027156	False
160.0	16.0	0.01836	-0.009029	0.02098	-1912.054646	False
160.0	20.0	0.03254	-0.01664	0.02434	-1908.241802	False
160.0	24.0	0.1059	-0.05177	0.0481	-1903.422856	False
160.0	28.0	0.06461	-0.0334	0.03902	-1899.107375	False
160.0	32.0	0.05785	-0.02771	0.03175	-1895.853293	False
164.0	0.0	0.04464	4.484e-08	0.01714	-1920.059489	False
164.0	4.0	0.03414	-8.83e-07	0.01724	-1917.186793	False
164.0	8.0	0.1917	-0.02389	0.01981	-1914.228692	False
164.0	12.0	0.1566	-0.04073	0.05999	-1913.279895	False
164.0	16.0	0.0254	-0.011	0.02125	-1912.579771	False
164.0	20.0	0.02661	-0.01397	0.02367	-1909.608886	False
164.0	24.0	0.1183	-0.05432	0.04748	-1904.908826	False
164.0	28.0	0.03356	-0.02502	0.03642	-1900.421148	False
164.0	32.0	0.06799	-0.03504	0.03679	-1896.420037	False
168.0	0.0	0.03552	-3.619e-08	0.01675	-1919.964087	False
168.0	4.0	0.05635	-0.0009512	0.0166	-1917.313867	False
168.0	8.0	0.1841	-0.02275	0.01954	-1914.867035	False
168.0	12.0	0.03264	-0.01126	0.01849	-1914.177839	False
168.0	16.0	0.1768	-0.07001	0.08756	-1913.030293	False
168.0	20.0	0.01521	-0.008984	0.02112	-1910.613871	False
168.0	24.0	0.03611	-0.01945	0.02381	-1906.621385	False
168.0	28.0	0.08767	-0.04769	0.04866	-1901.707095	False
168.0	32.0	0.02286	-0.01203	0.02482	-1897.971168	False
172.0	0.0	0.02815	2.153e-08	0.01644	-1919.85454	False
172.0	4.0	0.06222	-0.002567	0.01619	-1917.427819	False
172.0	8.0	0.1742	-0.02111	0.01965	-1915.370213	False
172.0	12.0	0.00285	-0.000967	0.01424	-1915.079009	False
172.0	16.0	0.04042	-0.01793	0.02251	-1914.004861	False
172.0	20.0	0.03099	-0.01425	0.02085	-1911.592022	False
172.0	24.0	0.03332	-0.01822	0.02314	-1908.121212	False
172.0	28.0	0.1171	-0.05745	0.05324	-1903.101886	False
172.0	32.0	0.02929	-0.02161	0.032	-1899.153461	False
176.0	0.0	0.02315	7.765e-09	0.01621	-1919.754339	False
176.0	4.0	0.05738	-0.003488	0.01609	-1917.561865	False
176.0	8.0	0.1632	-0.01909	0.02008	-1915.749855	False
176.0	12.0	0.002297	-0.0004983	0.01416	-1915.503831	False
176.0	16.0	0.04468	-0.01911	0.02161	-1915.080929	False
176.0	20.0	0.01676	-0.01068	0.02173	-1912.439894	False
176.0	24.0	0.0275	-0.01537	0.02167	-1909.320655	False
176.0	28.0	0.04009	-0.02706	0.03277	-1904.704569	False
