       Z           N           Q20         Q30         BE              E0            M22           M32           M33
      100.00      158.00       76.00       24.00    -1883.7360        0.9103        0.1132       -0.1284        0.2240
      100.00      158.00       76.00       28.00    -1876.1450        0.7971        0.0856       -0.1404        0.3559
      100.00      158.00       76.00       32.00    -1869.4710        0.8630        0.0662       -0.1103        0.2605
      100.00      158.00       76.00       36.00    -1863.0990        0.9287        0.0702       -0.1183        0.2656
      100.00      158.00       76.00       40.00    -1857.6820        0.8631        0.1270       -0.1799        0.3511
      100.00      158.00       76.00       44.00    -1853.8960        0.8171        0.0748       -0.1165        0.2342
      100.00      158.00       76.00       48.00    -1850.5240        0.7750        0.0718       -0.1095        0.2133
      100.00      158.00       76.00       52.00    -1857.0050        1.0424        0.0819       -0.1507        0.2972
      100.00      158.00       76.00       56.00    -1858.7860        0.7338        0.0835       -0.1462        0.2911
      100.00      158.00       76.00       60.00    -1860.9300        0.6789        0.1820       -0.3281        0.6242
      100.00      158.00       80.00        0.00    -1893.0750        1.9440        0.0806        0.0000        0.0603
      100.00      158.00       80.00        4.00    -1891.4840        1.5773        0.0742       -0.0083        0.0691
      100.00      158.00       80.00        8.00    -1889.3030        1.0279        0.0537       -0.0180        0.1101
      100.00      158.00       80.00       12.00    -1892.5140        1.1377        0.0448       -0.0238        0.0961
      100.00      158.00       80.00       16.00    -1895.3450        1.3087        0.0619       -0.0508        0.1098
      100.00      158.00       80.00       20.00    -1893.6580        1.2502        0.0887       -0.0487        0.0969
      100.00      158.00       80.00       24.00    -1886.5720        0.7591        0.1373       -0.1655        0.2949
      100.00      158.00       80.00       28.00    -1878.7370        0.8702        0.0681       -0.0819        0.2103
      100.00      158.00       80.00       32.00    -1871.7160        0.8226        0.0824       -0.1268        0.3250
      100.00      158.00       80.00       36.00    -1864.9890        0.8843        0.0554       -0.0735        0.1678
      100.00      158.00       80.00       40.00    -1859.4490        0.8435        0.1002       -0.1725        0.3640
      100.00      158.00       80.00       44.00    -1854.9510        0.7993        0.1090       -0.1619        0.3162
      100.00      158.00       80.00       48.00    -1852.1190        0.8169        0.0704       -0.1086        0.2133
      100.00      158.00       80.00       52.00    -1857.5750        0.7221        0.0684       -0.1179        0.2438
      100.00      158.00       80.00       56.00    -1859.5010        2.5473        0.0795       -0.1318        0.2517
      100.00      158.00       80.00       60.00    -1860.6060        2.3714        0.0838       -0.1364        0.2543
      100.00      158.00       84.00        0.00    -1894.8100        1.8844        0.0800        0.0000        0.0523
      100.00      158.00       84.00        4.00    -1892.6340        1.6229        0.0687       -0.0143        0.0746
      100.00      158.00       84.00        8.00    -1889.2990        1.1922        0.0556       -0.0189        0.0765
      100.00      158.00       84.00       12.00    -1890.2020        1.2202        0.0462       -0.0268        0.1012
      100.00      158.00       84.00       16.00    -1893.6310        1.2878        0.0550       -0.0385        0.1011
      100.00      158.00       84.00       20.00    -1894.2330        1.2755        0.0722       -0.0457        0.0877
      100.00      158.00       84.00       24.00    -1888.9630        0.7666        0.1445       -0.1636        0.2812
      100.00      158.00       84.00       28.00    -1881.5900        0.8940        0.0662       -0.0614        0.1422
      100.00      158.00       84.00       32.00    -1872.2930        1.0131        0.1391       -0.1920        0.2856
      100.00      158.00       84.00       36.00    -1867.0330        0.8079        0.0725       -0.0961        0.2349
      100.00      158.00       84.00       40.00    -1861.4560        0.9271        0.0787       -0.1186        0.2529
      100.00      158.00       84.00       44.00    -1856.3990        0.7792        0.1108       -0.1651        0.3201
      100.00      158.00       84.00       48.00    -1853.2660        0.8304        0.0670       -0.1006        0.1966
      100.00      158.00       84.00       52.00    -1855.1290        2.2557        0.1024       -0.1745        0.3817
      100.00      158.00       84.00       56.00    -1858.2870        0.8842        0.0998       -0.1821        0.3789
      100.00      158.00       84.00       60.00    -1861.3710        2.8749        0.0864       -0.1552        0.2958
      100.00      158.00       88.00        0.00    -1896.8230        1.8162        0.0936        0.0000        0.0452
      100.00      158.00       88.00        4.00    -1894.0230        1.5219        0.0754       -0.0167        0.0717
      100.00      158.00       88.00        8.00    -1889.6330        1.3575        0.0581       -0.0222        0.0632
      100.00      158.00       88.00       12.00    -1888.2200        1.2506        0.0461       -0.0251        0.0966
      100.00      158.00       88.00       16.00    -1891.2820        1.1783        0.0478       -0.0320        0.1012
      100.00      158.00       88.00       20.00    -1893.7230        1.2795        0.0647       -0.0421        0.0847
      100.00      158.00       88.00       24.00    -1890.7730        1.1638        0.1340       -0.1324        0.2099
      100.00      158.00       88.00       28.00    -1884.2060        0.6911        0.0915       -0.1103        0.2307
      100.00      158.00       88.00       32.00    -1877.0980        0.9035        0.0697       -0.0771        0.2082
      100.00      158.00       88.00       36.00    -1869.1480        1.0135        0.1457       -0.2047        0.2955
      100.00      158.00       88.00       40.00    -1863.5930        0.9144        0.0621       -0.0602        0.1300
      100.00      158.00       88.00       44.00    -1858.3480        0.8908        0.0980       -0.1593        0.3173
      100.00      158.00       88.00       48.00    -1854.3310        0.8025        0.0916       -0.1283        0.2386
      100.00      158.00       88.00       52.00    -1851.8800        0.8324        0.0651       -0.0966        0.1835
      100.00      158.00       88.00       56.00    -1858.8550        0.9006        0.1199       -0.2018        0.4157
      100.00      158.00       88.00       60.00    -1860.5900        0.7746        0.2322       -0.4417        0.8790
      100.00      158.00       92.00        0.00    -1898.8530        1.6655        0.1248        0.0000        0.0436
      100.00      158.00       92.00        4.00    -1895.6490        1.3486        0.0829       -0.0144        0.0597
      100.00      158.00       92.00        8.00    -1890.4070        1.5524        0.0618       -0.0223        0.0575
      100.00      158.00       92.00       12.00    -1887.4180        1.2722        0.0486       -0.0200        0.0727
      100.00      158.00       92.00       16.00    -1888.9700        1.1145        0.0438       -0.0316        0.1049
      100.00      158.00       92.00       20.00    -1892.3180        1.2747        0.0619       -0.0407        0.0909
      100.00      158.00       92.00       24.00    -1891.7360        1.2792        0.1114       -0.1014        0.1624
      100.00      158.00       92.00       28.00    -1886.5110        0.6864        0.1083       -0.1296        0.2315
      100.00      158.00       92.00       32.00    -1880.2820        0.7821        0.0609       -0.0493        0.1166
      100.00      158.00       92.00       36.00    -1870.3150        0.8583        0.1152       -0.1612        0.2348
