       Z           N           Q20         Q30         BE              E0            M22           M32           M33
      100.00      158.00      108.00       36.00    -1884.5870        0.7663        0.0765       -0.0607        0.0912
      100.00      158.00      108.00       40.00    -1871.6890        1.4333        0.1742       -0.1250        0.1156
      100.00      158.00      108.00       44.00    -1870.8520        0.9369        0.0736       -0.0712        0.1129
      100.00      158.00      108.00       48.00    -1864.7220        0.8108        0.0756       -0.0983        0.1807
      100.00      158.00      108.00       52.00    -1859.9360        0.9800        0.0683       -0.0728        0.1209
      100.00      158.00      108.00       56.00    -1855.6520        0.8367        0.1082       -0.1452        0.2552
      100.00      158.00      108.00       60.00    -1850.9680        0.8267        0.1614       -0.2062        0.3183
      100.00      158.00      112.00        0.00    -1903.7130        1.5749        0.1326       -0.0000        0.0316
      100.00      158.00      112.00        4.00    -1901.3310        1.6096        0.0771       -0.0116        0.0338
      100.00      158.00      112.00        8.00    -1896.2490        1.5663        0.0588       -0.0194        0.0432
      100.00      158.00      112.00       12.00    -1890.4510        1.5423        0.0474       -0.0171        0.0420
      100.00      158.00      112.00       16.00    -1886.7840        1.5136        0.0489       -0.0218        0.0402
      100.00      158.00      112.00       20.00    -1885.0670        1.2829        0.0515       -0.0293        0.0561
      100.00      158.00      112.00       24.00    -1885.8620        1.1407        0.0411       -0.0380        0.0857
      100.00      158.00      112.00       28.00    -1887.8660        1.2897        0.0464       -0.0385        0.0698
      100.00      158.00      112.00       32.00    -1887.9610        1.3404        0.0619       -0.0440        0.0548
      100.00      158.00      112.00       36.00    -1886.3680        1.3413        0.0812       -0.0551        0.0603
      100.00      158.00      112.00       40.00    -1880.7950        0.6669        0.0755       -0.0670        0.1109
      100.00      158.00      112.00       44.00    -1874.1540        0.8967        0.0820       -0.0789        0.1130
      100.00      158.00      112.00       48.00    -1867.4560        0.8150        0.0914       -0.1160        0.2075
      100.00      158.00      112.00       52.00    -1862.2540        0.8543        0.0553       -0.0667        0.1187
      100.00      158.00      112.00       56.00    -1857.7100        1.0076        0.0940       -0.1148        0.1827
      100.00      158.00      112.00       60.00    -1854.5720        0.7920        0.1116       -0.1439        0.2558
      100.00      158.00      116.00        0.00    -1903.6660        1.5823        0.1362        0.0000        0.0297
      100.00      158.00      116.00        4.00    -1901.1960        1.6281        0.0825       -0.0097        0.0311
      100.00      158.00      116.00        8.00    -1896.8900        1.5875        0.0653       -0.0179        0.0415
      100.00      158.00      116.00       12.00    -1891.7190        1.4457        0.0418       -0.0184        0.0425
      100.00      158.00      116.00       16.00    -1887.5390        1.5978        0.0414       -0.0199        0.0366
      100.00      158.00      116.00       20.00    -1885.1940        1.3787        0.0513       -0.0278        0.0463
      100.00      158.00      116.00       24.00    -1884.5760        1.1721        0.0466       -0.0381        0.0737
      100.00      158.00      116.00       28.00    -1886.4810        1.1972        0.0353       -0.0308        0.0679
      100.00      158.00      116.00       32.00    -1887.3860        1.4732        0.0498       -0.0377        0.0555
      100.00      158.00      116.00       36.00    -1887.1800        1.2549        0.0821       -0.0578        0.0646
      100.00      158.00      116.00       40.00    -1883.5520        0.6595        0.0923       -0.0746        0.1074
      100.00      158.00      116.00       44.00    -1876.1860        0.9213        0.0449       -0.0402        0.0640
      100.00      158.00      116.00       48.00    -1870.8180        0.9208        0.0634       -0.0667        0.1027
      100.00      158.00      116.00       52.00    -1864.6240        0.8226        0.0908       -0.1179        0.2006
      100.00      158.00      116.00       56.00    -1862.0370        0.7807        0.0582       -0.0685        0.1686
      100.00      158.00      116.00       60.00    -1861.6470        0.6986        0.0537       -0.0741        0.1935
      100.00      158.00      120.00        0.00    -1903.8210        1.5466        0.1253        0.0000        0.0295
      100.00      158.00      120.00        4.00    -1900.9230        1.6242        0.0853       -0.0087        0.0304
      100.00      158.00      120.00        8.00    -1897.3250        1.5930        0.0520       -0.0172        0.0392
      100.00      158.00      120.00       12.00    -1892.9850        1.4727        0.0341       -0.0190        0.0407
      100.00      158.00      120.00       16.00    -1888.5360        1.6347        0.0343       -0.0193        0.0356
      100.00      158.00      120.00       20.00    -1885.5550        1.4341        0.0445       -0.0239        0.0387
      100.00      158.00      120.00       24.00    -1883.8540        1.2360        0.0483       -0.0352        0.0591
      100.00      158.00      120.00       28.00    -1885.0120        1.1412        0.0354       -0.0328        0.0725
      100.00      158.00      120.00       32.00    -1886.5470        1.4125        0.0490       -0.0339        0.0565
      100.00      158.00      120.00       36.00    -1886.9610        1.3045        0.0624       -0.0446        0.0560
      100.00      158.00      120.00       40.00    -1885.6550        1.2331        0.0989       -0.0667        0.0646
      100.00      158.00      120.00       44.00    -1879.7430        0.7232        0.0795       -0.0642        0.0942
      100.00      158.00      120.00       48.00    -1874.1840        0.9159        0.0471       -0.0478        0.0713
      100.00      158.00      120.00       52.00    -1867.5200        0.8324        0.0858       -0.1080        0.1763
      100.00      158.00      120.00       56.00    -1862.3820        0.8403        0.0569       -0.0723        0.1246
      100.00      158.00      120.00       60.00    -1858.0940        1.0145        0.0865       -0.1031        0.1532
      100.00      158.00      124.00        0.00    -1904.2530        1.5337        0.1004        0.0000        0.0296
      100.00      158.00      124.00        4.00    -1900.7280        1.5606        0.0740       -0.0075        0.0326
      100.00      158.00      124.00        8.00    -1897.6990        1.6424        0.0401       -0.0190        0.0387
      100.00      158.00      124.00       12.00    -1894.1330        1.5968        0.0313       -0.0182        0.0372
      100.00      158.00      124.00       16.00    -1889.5960        1.5849        0.0325       -0.0197        0.0359
      100.00      158.00      124.00       20.00    -1886.1070        1.5179        0.0353       -0.0193        0.0333
      100.00      158.00      124.00       24.00    -1883.6670        1.3119        0.0458       -0.0311        0.0487
      100.00      158.00      124.00       28.00    -1883.7430        1.1583        0.0411       -0.0377        0.0719
      100.00      158.00      124.00       32.00    -1885.4740        1.2648        0.0368       -0.0264        0.0547
      100.00      158.00      124.00       36.00    -1886.5690        1.5572        0.0487       -0.0342        0.0489
      100.00      158.00      124.00       40.00    -1886.8060        1.4636        0.1034       -0.0729        0.0689
      100.00      158.00      124.00       44.00    -1882.5970        0.6170        0.0989       -0.0819        0.1158
      100.00      158.00      124.00       48.00    -1877.0930        0.7124        0.0521       -0.0608        0.0980
      100.00      158.00      124.00       52.00    -1870.8890        0.8990        0.0497       -0.0573        0.0879
      100.00      158.00      124.00       56.00    -1864.1980        0.5485        0.1158       -0.1942        0.4768
      100.00      158.00      124.00       60.00    -1865.5240        1.9502        0.0597       -0.0623        0.1797
      100.00      158.00      128.00        0.00    -1904.7230        1.5540        0.0778        0.0000        0.0296
      100.00      158.00      128.00        4.00    -1900.8260        1.4927        0.0563       -0.0060        0.0360
      100.00      158.00      128.00        8.00    -1898.0400        1.6750        0.0413       -0.0196        0.0361
      100.00      158.00      128.00       12.00    -1895.0720        1.6701        0.0369       -0.0181        0.0345
      100.00      158.00      128.00       16.00    -1890.6030        1.5029        0.0309       -0.0185        0.0348
      100.00      158.00      128.00       20.00    -1886.8850        1.6221        0.0290       -0.0161        0.0300
      100.00      158.00      128.00       24.00    -1883.8630        1.3851        0.0413       -0.0272        0.0416
      100.00      158.00      128.00       28.00    -1882.9100        1.2156        0.0446       -0.0381        0.0632
      100.00      158.00      128.00       32.00    -1884.1140        1.2010        0.0294       -0.0249        0.0578
      100.00      158.00      128.00       36.00    -1886.0820        1.4629        0.0494       -0.0304        0.0508
      100.00      158.00      128.00       40.00    -1886.7770        1.3702        0.0787       -0.0594        0.0644
      100.00      158.00      128.00       44.00    -1884.8880        1.0139        0.1026       -0.0728        0.0722
      100.00      158.00      128.00       48.00    -1878.7810        0.7693        0.0786       -0.0640        0.0882
      100.00      158.00      128.00       52.00    -1874.1790        0.8692        0.0373       -0.0409        0.0637
      100.00      158.00      128.00       56.00    -1861.7470        1.0179        0.0805       -0.1634        0.3687
      100.00      158.00      128.00       60.00    -1862.6600        0.9971        0.1072       -0.1982        0.3953
      100.00      158.00      132.00        0.00    -1905.0910        1.5892        0.0605       -0.0000        0.0300
      100.00      158.00      132.00        4.00    -1901.1550        1.4812        0.0507       -0.0060        0.0367
      100.00      158.00      132.00        8.00    -1898.3570        1.6863        0.0523       -0.0169        0.0291
      100.00      158.00      132.00       12.00    -1895.8750        1.6830        0.0588       -0.0227        0.0344
      100.00      158.00      132.00       16.00    -1891.6140        1.5202        0.0404       -0.0211        0.0335
      100.00      158.00      132.00       20.00    -1887.7370        1.6486        0.0270       -0.0152        0.0288
      100.00      158.00      132.00       24.00    -1884.3080        1.4472        0.0372       -0.0239        0.0367
      100.00      158.00      132.00       28.00    -1882.5470        1.3028        0.0397       -0.0313        0.0498
      100.00      158.00      132.00       32.00    -1882.8980        1.1950        0.0338       -0.0310        0.0626
      100.00      158.00      132.00       36.00    -1885.3800        1.2450        0.0432       -0.0264        0.0498
      100.00      158.00      132.00       40.00    -1885.9180        1.5042        0.0501       -0.0378        0.0580
      100.00      158.00      132.00       44.00    -1886.3310        1.4793        0.1005       -0.0729        0.0678
      100.00      158.00      132.00       48.00    -1881.6890        0.6143        0.0995       -0.0858        0.1201
      100.00      158.00      132.00       52.00    -1877.1790        0.7326        0.0404       -0.0480        0.0789
      100.00      158.00      132.00       56.00    -1865.6010        0.7436        0.0514       -0.0739        0.2016
      100.00      158.00      132.00       60.00    -1864.2210        1.0277        0.0581       -0.0600        0.1180
      100.00      158.00      136.00        0.00    -1905.3260        1.6237        0.0476        0.0000        0.0309
      100.00      158.00      136.00        4.00    -1901.5600        1.5088        0.0577       -0.0064        0.0344
      100.00      158.00      136.00        8.00    -1898.7450        1.6689        0.0619       -0.0170        0.0255
      100.00      158.00      136.00       12.00    -1896.7620        1.6614        0.0653       -0.0247        0.0331
      100.00      158.00      136.00       16.00    -1892.7200        1.5895        0.0548       -0.0259        0.0340
      100.00      158.00      136.00       20.00    -1888.5230        1.5714        0.0426       -0.0222        0.0314
      100.00      158.00      136.00       24.00    -1884.9430        1.4886        0.0316       -0.0195        0.0323
      100.00      158.00      136.00       28.00    -1882.5730        1.3824        0.0357       -0.0254        0.0396
      100.00      158.00      136.00       32.00    -1881.9770        1.1994        0.0391       -0.0350        0.0609
      100.00      158.00      136.00       36.00    -1884.0780        1.1111        0.0330       -0.0223        0.0524
      100.00      158.00      136.00       40.00    -1885.8600        1.4321        0.0529       -0.0327        0.0553
      100.00      158.00      136.00       44.00    -1886.5760        1.3787        0.0734       -0.0540        0.0560
      100.00      158.00      136.00       48.00    -1884.0850        0.8926        0.0976       -0.0760        0.0847
      100.00      158.00      136.00       52.00    -1877.9760        0.7967        0.0747       -0.0649        0.0874
      100.00      158.00      136.00       56.00    -1874.3380        0.8011        0.0391       -0.0449        0.0692
      100.00      158.00      136.00       60.00    -1868.2330        0.8825        0.0718       -0.0871        0.1266
      100.00      158.00      140.00        0.00    -1905.4610        1.6506        0.0399        0.0000        0.0316
      100.00      158.00      140.00        4.00    -1901.9620        1.5477        0.0663       -0.0073        0.0306
      100.00      158.00      140.00        8.00    -1899.0240        1.6392        0.0519       -0.0143        0.0242
      100.00      158.00      140.00       12.00    -1897.6960        1.6179        0.0512       -0.0199        0.0287
      100.00      158.00      140.00       16.00    -1893.9360        1.5905        0.0575       -0.0266        0.0345
      100.00      158.00      140.00       20.00    -1889.4520        1.4939        0.0481       -0.0246        0.0325
      100.00      158.00      140.00       24.00    -1885.7380        1.4910        0.0295       -0.0167        0.0294
      100.00      158.00      140.00       28.00    -1882.8800        1.4381        0.0373       -0.0243        0.0350
      100.00      158.00      140.00       32.00    -1881.4660        1.2191        0.0358       -0.0301        0.0500
      100.00      158.00      140.00       36.00    -1882.6260        1.1406        0.0353       -0.0270        0.0585
      100.00      158.00      140.00       40.00    -1885.4750        1.2405        0.0453       -0.0239        0.0438
      100.00      158.00      140.00       44.00    -1885.9220        1.1313        0.0495       -0.0391        0.0504
      100.00      158.00      140.00       48.00    -1885.7410        1.4255        0.0880       -0.0684        0.0728
      100.00      158.00      140.00       52.00    -1880.8990        0.6463        0.0917       -0.0843        0.1194
      100.00      158.00      140.00       56.00    -1877.3610        0.7497        0.0395       -0.0474        0.0766
      100.00      158.00      140.00       60.00    -1871.5690        0.8706        0.0455       -0.0518        0.0742
      100.00      158.00      144.00        0.00    -1905.5050        1.6705        0.0345        0.0000        0.0323
      100.00      158.00      144.00        4.00    -1902.3330        1.5833        0.0734       -0.0089        0.0271
      100.00      158.00      144.00        8.00    -1899.1220        1.6174        0.0410       -0.0106        0.0233
      100.00      158.00      144.00       12.00    -1898.4890        1.5742        0.0429       -0.0158        0.0263
      100.00      158.00      144.00       16.00    -1895.2700        1.5594        0.0467       -0.0216        0.0307
      100.00      158.00      144.00       20.00    -1890.6150        1.5244        0.0378       -0.0211        0.0317
      100.00      158.00      144.00       24.00    -1886.5930        1.4477        0.0428       -0.0207        0.0299
      100.00      158.00      144.00       28.00    -1883.4120        1.4760        0.0368       -0.0227        0.0321
      100.00      158.00      144.00       32.00    -1881.4050        1.2635        0.0305       -0.0227        0.0382
      100.00      158.00      144.00       36.00    -1881.4490        1.1907        0.0390       -0.0320        0.0592
      100.00      158.00      144.00       40.00    -1884.3800        1.0672        0.0359       -0.0203        0.0448
      100.00      158.00      144.00       44.00    -1885.6940        1.2493        0.0586       -0.0404        0.0725
      100.00      158.00      144.00       48.00    -1886.3110        1.2137        0.0677       -0.0516        0.0570
      100.00      158.00      144.00       52.00    -1883.3740        0.8537        0.0880       -0.0799        0.1066
      100.00      158.00      144.00       56.00    -1877.4720        0.8296        0.0701       -0.0639        0.0854
      100.00      158.00      144.00       60.00    -1874.7050        0.7503        0.0480       -0.0542        0.0786
      100.00      158.00      148.00        0.00    -1905.4780        1.6841        0.0299        0.0000        0.0328
      100.00      158.00      148.00        4.00    -1902.6600        1.6174        0.0780       -0.0103        0.0245
      100.00      158.00      148.00        8.00    -1899.1640        1.5906        0.0768       -0.0136        0.0229
      100.00      158.00      148.00       12.00    -1899.1240        1.5502        0.0415       -0.0139        0.0255
      100.00      158.00      148.00       16.00    -1896.5890        1.5270        0.0421       -0.0183        0.0272
      100.00      158.00      148.00       20.00    -1891.8920        1.5657        0.0324       -0.0206        0.0333
      100.00      158.00      148.00       24.00    -1887.5330        1.4022        0.0460       -0.0215        0.0299
      100.00      158.00      148.00       28.00    -1884.1450        1.5016        0.0312       -0.0184        0.0287
      100.00      158.00      148.00       32.00    -1881.6980        1.3261        0.0332       -0.0213        0.0327
      100.00      158.00      148.00       36.00    -1880.7270        1.1842        0.0335       -0.0279        0.0498
      100.00      158.00      148.00       40.00    -1880.4000        1.2070        0.0459       -0.0407        0.0667
      100.00      158.00      148.00       44.00    -1885.6390        1.1759        0.0494       -0.0234        0.0425
      100.00      158.00      148.00       48.00    -1884.9810        1.0735        0.0569       -0.0600        0.1144
      100.00      158.00      148.00       52.00    -1885.2380        1.3205        0.0803       -0.0713        0.0902
      100.00      158.00      148.00       56.00    -1880.3660        0.6843        0.0781       -0.0739        0.1051
      100.00      158.00      148.00       60.00    -1877.5080        0.7076        0.0455       -0.0521        0.0788
      100.00      158.00      152.00        0.00    -1905.3900        1.6946        0.0259        0.0000        0.0328
      100.00      158.00      152.00        4.00    -1902.9360        1.6461        0.0777       -0.0109        0.0229
      100.00      158.00      152.00        8.00    -1899.8850        1.5655        0.0828       -0.0126        0.0222
      100.00      158.00      152.00       12.00    -1899.6830        1.5339        0.0432       -0.0137        0.0268
      100.00      158.00      152.00       16.00    -1897.7660        1.5117        0.0491       -0.0200        0.0270
      100.00      158.00      152.00       20.00    -1893.2220        1.5730        0.0421       -0.0257        0.0360
      100.00      158.00      152.00       24.00    -1888.6880        1.4055        0.0319       -0.0175        0.0286
      100.00      158.00      152.00       28.00    -1885.0530        1.4906        0.0354       -0.0187        0.0281
      100.00      158.00      152.00       32.00    -1882.2200        1.3893        0.0381       -0.0225        0.0308
      100.00      158.00      152.00       36.00    -1880.5390        1.1893        0.0262       -0.0210        0.0386
      100.00      158.00      152.00       40.00    -1879.6800        1.3177        0.0404       -0.0363        0.0584
      100.00      158.00      152.00       44.00    -1884.7340        1.0273        0.0390       -0.0181        0.0390
      100.00      158.00      152.00       48.00    -1885.6940        1.0266        0.0619       -0.0481        0.0942
      100.00      158.00      152.00       52.00    -1886.1440        1.1324        0.0678       -0.0555        0.0646
      100.00      158.00      152.00       56.00    -1882.8750        0.8692        0.0806       -0.0851        0.1271
      100.00      158.00      152.00       60.00    -1877.7260        0.8634        0.0524       -0.0479        0.0686
      100.00      158.00      156.00        0.00    -1905.2720        1.7059        0.0225       -0.0000        0.0326
      100.00      158.00      156.00        4.00    -1903.1660        1.6732        0.0742       -0.0104        0.0219
      100.00      158.00      156.00        8.00    -1900.7140        1.5676        0.0874       -0.0129        0.0215
      100.00      158.00      156.00       12.00    -1900.3090        1.5434        0.0591       -0.0192        0.0344
      100.00      158.00      156.00       16.00    -1898.7970        1.5183        0.0566       -0.0226        0.0287
      100.00      158.00      156.00       20.00    -1894.6630        1.5611        0.0542       -0.0296        0.0343
      100.00      158.00      156.00       24.00    -1890.0260        1.4474        0.0328       -0.0199        0.0302
      100.00      158.00      156.00       28.00    -1886.0430        1.4594        0.0454       -0.0218        0.0293
      100.00      158.00      156.00       32.00    -1882.9310        1.4583        0.0377       -0.0210        0.0285
      100.00      158.00      156.00       36.00    -1880.8060        1.2239        0.0260       -0.0183        0.0324
      100.00      158.00      156.00       40.00    -1879.1210        1.4047        0.0318       -0.0293        0.0489
      100.00      158.00      156.00       44.00    -1880.2310        1.2069        0.0452       -0.0321        0.0525
      100.00      158.00      156.00       48.00    -1886.0530        1.0119        0.0498       -0.0205        0.0449
      100.00      158.00      156.00       52.00    -1884.9420        0.8146        0.0618       -0.0755        0.1532
      100.00      158.00      156.00       56.00    -1882.0660        0.6591        0.0340       -0.0445        0.0948
      100.00      158.00      156.00       60.00    -1880.4460        0.7205        0.0522       -0.0497        0.0754
      100.00      158.00      160.00        0.00    -1905.1350        1.7158        0.0199        0.0000        0.0321
      100.00      158.00      160.00        4.00    -1903.3460        1.6868        0.0679       -0.0087        0.0211
      100.00      158.00      160.00        8.00    -1901.5280        1.5770        0.0880       -0.0129        0.0209
      100.00      158.00      160.00       12.00    -1900.9380        1.5598        0.0783       -0.0241        0.0393
      100.00      158.00      160.00       16.00    -1899.7320        1.5320        0.0692       -0.0293        0.0382
      100.00      158.00      160.00       20.00    -1896.0830        1.5377        0.0673       -0.0330        0.0329
      100.00      158.00      160.00       24.00    -1891.4620        1.4480        0.0513       -0.0278        0.0338
      100.00      158.00      160.00       28.00    -1887.1560        1.4030        0.0325       -0.0184        0.0286
      100.00      158.00      160.00       32.00    -1883.7930        1.5146        0.0338       -0.0181        0.0259
      100.00      158.00      160.00       36.00    -1881.3500        1.2816        0.0311       -0.0182        0.0289
      100.00      158.00      160.00       40.00    -1878.6420        1.4950        0.0272       -0.0245        0.0418
      100.00      158.00      160.00       44.00    -1879.7110        1.3162        0.0375       -0.0295        0.0466
      100.00      158.00      160.00       48.00    -1885.4940        1.0037        0.0376       -0.0117        0.0343
      100.00      158.00      160.00       52.00    -1886.2070        0.7768        0.0617       -0.0527        0.1151
      100.00      158.00      160.00       56.00    -1883.8960        0.6538        0.0541       -0.0773        0.1593
      100.00      158.00      160.00       60.00    -1884.4200        2.3891        0.0594       -0.0679        0.1517
      100.00      158.00      164.00        0.00    -1904.9880        1.7205        0.0181       -0.0000        0.0314
      100.00      158.00      164.00        4.00    -1903.4860        1.6791        0.0612       -0.0067        0.0207
      100.00      158.00      164.00        8.00    -1902.2740        1.5746        0.0871       -0.0127        0.0206
      100.00      158.00      164.00       12.00    -1901.5210        1.5110        0.0661       -0.0194        0.0331
      100.00      158.00      164.00       16.00    -1900.6270        1.5238        0.0848       -0.0368        0.0498
      100.00      158.00      164.00       20.00    -1897.3180        1.4912        0.0715       -0.0319        0.0304
      100.00      158.00      164.00       24.00    -1892.9550        1.4143        0.0504       -0.0262        0.0319
      100.00      158.00      164.00       28.00    -1888.4740        1.3369        0.0275       -0.0184        0.0295
      100.00      158.00      164.00       32.00    -1884.7610        1.5006        0.0392       -0.0204        0.0265
      100.00      158.00      164.00       36.00    -1882.0420        1.3580        0.0366       -0.0186        0.0265
      100.00      158.00      164.00       40.00    -1880.2980        1.1064        0.0241       -0.0165        0.0326
      100.00      158.00      164.00       44.00    -1879.2300        1.4065        0.0350       -0.0287        0.0427
      100.00      158.00      164.00       48.00    -1884.0450        0.8783        0.0425       -0.0155        0.0407
      100.00      158.00      164.00       52.00    -1887.0630        0.8093        0.0510       -0.0205        0.0546
      100.00      158.00      164.00       56.00    -1886.8380        0.4005        0.0779       -0.1238        0.3171
      100.00      158.00      164.00       60.00    -1884.8500        1.1962        0.0748       -0.0737        0.1034
      100.00      158.00      168.00        0.00    -1904.8340        1.7146        0.0169        0.0000        0.0306
      100.00      158.00      168.00        4.00    -1903.5850        1.6550        0.0553       -0.0047        0.0206
      100.00      158.00      168.00        8.00    -1902.9140        1.5585        0.0849       -0.0123        0.0206
      100.00      158.00      168.00       12.00    -1902.0580        1.4745        0.0419       -0.0133        0.0259
      100.00      158.00      168.00       16.00    -1901.5000        1.4733        0.0698       -0.0312        0.0443
      100.00      158.00      168.00       20.00    -1898.3800        1.4148        0.0637       -0.0288        0.0315
      100.00      158.00      168.00       24.00    -1894.3880        1.3841        0.0382       -0.0202        0.0272
      100.00      158.00      168.00       28.00    -1889.8990        1.3202        0.0489       -0.0284        0.0342
      100.00      158.00      168.00       32.00    -1885.8770        1.3718        0.0322       -0.0191        0.0269
      100.00      158.00      168.00       36.00    -1882.8080        1.4282        0.0395       -0.0191        0.0251
      100.00      158.00      168.00       40.00    -1880.6770        1.2238        0.0222       -0.0148        0.0281
      100.00      158.00      168.00       44.00    -1878.8200        1.4813        0.0332       -0.0263        0.0382
      100.00      158.00      168.00       48.00    -1879.7640        1.2549        0.0319       -0.0250        0.0431
      100.00      158.00      168.00       52.00    -1887.2860        0.7580        0.0484       -0.0146        0.0529
      100.00      158.00      168.00       56.00    -1888.7180        0.4818        0.0655       -0.0733        0.2125
      100.00      158.00      168.00       60.00    -1886.0420        1.1478        0.0616       -0.0511        0.0630
      100.00      158.00      172.00        0.00    -1904.6840        1.6965        0.0162        0.0000        0.0300
      100.00      158.00      172.00        4.00    -1903.6620        1.6234        0.0504       -0.0029        0.0206
      100.00      158.00      172.00        8.00    -1903.4250        1.5388        0.0810       -0.0116        0.0208
      100.00      158.00      172.00       12.00    -1902.4850        1.4388        0.0267       -0.0092        0.0232
      100.00      158.00      172.00       16.00    -1902.3690        1.4604        0.0448       -0.0212        0.0319
      100.00      158.00      172.00       20.00    -1899.4540        1.3810        0.0568       -0.0309        0.0412
      100.00      158.00      172.00       24.00    -1895.7000        1.3777        0.0354       -0.0188        0.0257
      100.00      158.00      172.00       28.00    -1891.3940        1.3204        0.0534       -0.0296        0.0339
      100.00      158.00      172.00       32.00    -1887.1940        1.3293        0.0219       -0.0159        0.0266
      100.00      158.00      172.00       36.00    -1883.6660        1.4381        0.0396       -0.0203        0.0253
      100.00      158.00      172.00       40.00    -1881.3130        1.3735        0.0288       -0.0165        0.0263
      100.00      158.00      172.00       44.00    -1880.3330        1.0334        0.0271       -0.0133        0.0298
      100.00      158.00      172.00       48.00    -1879.5070        1.3319        0.0321       -0.0243        0.0377
      100.00      158.00      172.00       52.00    -1886.8780        0.6891        0.0464       -0.0105        0.0513
      100.00      158.00      172.00       56.00    -1889.8480        0.9963        0.0427       -0.0388        0.1192
      100.00      158.00      172.00       60.00    -1890.1400        0.4039        0.0733       -0.1164        0.2909
      100.00      158.00      176.00        0.00    -1904.5580        1.6659        0.0159        0.0000        0.0295
      100.00      158.00      176.00        4.00    -1903.7420        1.5953        0.0462       -0.0015        0.0206
      100.00      158.00      176.00        8.00    -1903.8170        1.5147        0.0772       -0.0109        0.0212
      100.00      158.00      176.00       12.00    -1902.7490        1.3695        0.0233       -0.0075        0.0241
      100.00      158.00      176.00       16.00    -1903.0920        1.4387        0.0312       -0.0146        0.0249
      100.00      158.00      176.00       20.00    -1900.6260        1.4016        0.0498       -0.0299        0.0405
      100.00      158.00      176.00       24.00    -1896.8610        1.3810        0.0346       -0.0186        0.0256
      100.00      158.00      176.00       28.00    -1892.8470        1.3263        0.0462       -0.0259        0.0307
      100.00      158.00      176.00       32.00    -1888.4500        1.3570        0.0379       -0.0245        0.0311
      100.00      158.00      176.00       36.00    -1884.6700        1.4119        0.0392       -0.0223        0.0263
      100.00      158.00      176.00       40.00    -1882.0280        1.4061        0.0369       -0.0204        0.0276
      100.00      158.00      176.00       44.00    -1874.7140        0.4441        0.0240        0.0278        0.0407
      100.00      158.00      176.00       48.00    -1880.1430        0.4103        0.0316        0.0367        0.0536
      100.00      158.00      176.00       52.00    -1885.8690        0.3820        0.0453        0.0467        0.0824
      100.00      158.00      176.00       56.00    -1890.5020        0.8493        0.0353       -0.0161        0.0567
      100.00      158.00      176.00       60.00    -1892.0160        0.4753        0.0629       -0.0736        0.2061
      100.00      158.00      180.00        0.00    -1904.4630        1.6280        0.0158       -0.0000        0.0290
      100.00      158.00      180.00        4.00    -1903.8290        1.5746        0.0435       -0.0004        0.0206
      100.00      158.00      180.00        8.00    -1904.0730        1.4974        0.0712       -0.0100        0.0212
      100.00      158.00      180.00       12.00    -1903.0690        1.3995        0.0305       -0.0096        0.0215
      100.00      158.00      180.00       16.00    -1903.5790        1.3812        0.0303       -0.0122        0.0230
      100.00      158.00      180.00       20.00    -1901.7030        1.4313        0.0419       -0.0244        0.0319
      100.00      158.00      180.00       24.00    -1897.9160        1.3801        0.0336       -0.0204        0.0301
      100.00      158.00      180.00       28.00    -1894.1460        1.3244        0.0466       -0.0262        0.0300
      100.00      158.00      180.00       32.00    -1889.7610        1.3718        0.0491       -0.0297        0.0331
      100.00      158.00      180.00       36.00    -1885.8550        1.3511        0.0299       -0.0190        0.0256
      100.00      158.00      180.00       40.00    -1882.8020        1.3501        0.0398       -0.0224        0.0283
      100.00      158.00      180.00       44.00    -1880.8830        1.2311        0.0280       -0.0175        0.0285
      100.00      158.00      180.00       48.00    -1880.6310        1.0458        0.0296       -0.0108        0.0261
      100.00      158.00      180.00       52.00    -1884.7790        0.3854        0.0368        0.0416        0.0633
      100.00      158.00      180.00       56.00    -1890.3300        0.9132        0.0357       -0.0011        0.0340
      100.00      158.00      180.00       60.00    -1893.1280        0.9855        0.0418       -0.0396        0.1190
      100.00      158.00      184.00        0.00    -1904.3930        1.5873        0.0159        0.0000        0.0286
      100.00      158.00      184.00        4.00    -1903.9250        1.5641        0.0439       -0.0000        0.0205
      100.00      158.00      184.00        8.00    -1904.2090        1.4745        0.0658       -0.0094        0.0211
      100.00      158.00      184.00       12.00    -1903.5140        1.4306        0.0332       -0.0086        0.0189
      100.00      158.00      184.00       16.00    -1903.8900        1.2965        0.0365       -0.0136        0.0253
      100.00      158.00      184.00       20.00    -1902.5450        1.4346        0.0385       -0.0204        0.0267
      100.00      158.00      184.00       24.00    -1898.9400        1.3878        0.0387       -0.0251        0.0351
      100.00      158.00      184.00       28.00    -1895.1650        1.3142        0.0460       -0.0254        0.0296
      100.00      158.00      184.00       32.00    -1891.0670        1.3622        0.0446       -0.0271        0.0310
      100.00      158.00      184.00       36.00    -1887.0200        1.3287        0.0221       -0.0157        0.0249
      100.00      158.00      184.00       40.00    -1883.7350        1.3361        0.0388       -0.0221        0.0273
      100.00      158.00      184.00       44.00    -1881.3810        1.2983        0.0349       -0.0245        0.0339
      100.00      158.00      184.00       48.00    -1880.7740        1.1319        0.0234       -0.0086        0.0221
      100.00      158.00      184.00       52.00    -1883.7510        0.4033        0.0289        0.0331        0.0489
      100.00      158.00      184.00       56.00    -1889.3380        0.3785        0.0429        0.0424        0.0784
