Q20	Q30	Q40	EHFB	E0	M_22	M_32	M_33	M_42	M_43	M_44
44.0	0.0	64.0	-2083.273	3.77	0.117	0.0	0.009	-0.047	0.0	0.022
44.0	0.0	72.0	-2081.53	3.37	0.137	0.0	0.012	-0.057	0.0	0.028
44.0	0.0	80.0	-2075.777	0.948	0.184	0.0	0.013	-0.137	0.0	0.107
44.0	0.0	88.0	-2068.66	0.888	0.107	0.0	0.016	-0.081	0.0	0.063
44.0	0.0	96.0	-2061.033	1.177	0.147	0.0	0.005	-0.112	0.0	0.087
44.0	0.0	104.0	-2057.255	1.151	0.25	0.0	0.004	-0.192	-0.0	0.149
44.0	0.0	112.0	-2052.829	1.403	0.61	0.0	0.003	-0.468	0.0	0.36
44.0	0.0	120.0	-2049.472	1.683	0.07	0.0	0.003	-0.055	-0.0	0.044
44.0	0.0	128.0	-2046.99	1.215	0.15	0.0	0.003	-0.117	0.0	0.093
44.0	0.0	136.0	-2050.047	5.433	0.043	0.0	0.006	-0.036	-0.0	0.031
44.0	0.0	144.0	-2049.909	5.383	0.052	0.0	0.006	-0.042	0.0	0.036
44.0	0.0	152.0	-2049.002	5.24	0.096	0.0	0.006	-0.078	0.0	0.064
44.0	0.0	160.0	-2047.784	4.861	0.256	0.0	0.008	-0.204	0.0	0.165
44.0	0.0	168.0	-2046.3	4.687	0.14	0.0	0.008	-0.11	0.0	0.088
44.0	0.0	176.0	-2046.297	0.941	0.096	0.0	0.019	-0.076	0.0	0.065
44.0	0.0	184.0	-2044.281	0.92	0.183	-0.0	0.014	-0.145	0.0	0.118
44.0	0.0	192.0	-2041.218	0.885	0.147	0.0	0.018	-0.114	0.0	0.092
44.0	0.0	200.0	-2038.678	0.929	0.121	-0.0	0.017	-0.093	0.0	0.077
48.0	0.0	0.0	-2106.663	2.03	0.081	0.0	0.173	-0.064	-0.0	0.59
48.0	0.0	8.0	-2105.294	1.828	0.102	0.0	0.17	-0.107	0.0	0.48
48.0	0.0	16.0	-2094.98	1.6563	0.113	0.008	0.109	-0.142	0.096	0.177
48.0	0.0	24.0	-2089.416	1.391	0.137	0.008	0.125	-0.095	0.054	0.096
48.0	0.0	32.0	-2085.153	1.414	0.058	-0.058	0.186	-0.07	0.131	0.116
48.0	0.0	40.0	-2080.277	2.055	0.074	-0.003	0.006	-0.056	0.004	0.044
48.0	0.0	48.0	-2082.439	4.758	0.18	0.0	0.008	-0.141	0.0	0.113
48.0	0.0	56.0	-2083.073	4.617	0.18	0.0	0.01	-0.134	0.0	0.102
48.0	0.0	64.0	-2083.275	3.921	0.14	0.0	0.053	-0.068	0.0	0.042
48.0	0.0	72.0	-2082.353	3.466	0.101	0.0	0.011	-0.036	-0.0	0.017
48.0	0.0	80.0	-2077.594	0.934	0.166	0.0	0.016	-0.122	0.0	0.095
48.0	0.0	88.0	-2071.929	1.076	0.105	0.0	0.007	-0.078	0.0	0.06
48.0	0.0	96.0	-2064.349	1.144	0.11	-0.0	0.005	-0.082	0.0	0.063
48.0	0.0	104.0	-2058.031	1.178	0.286	0.0	0.004	-0.218	0.0	0.167
48.0	0.0	112.0	-2054.933	1.216	0.291	0.0	0.003	-0.222	0.0	0.17
48.0	0.0	120.0	-2050.4	1.504	0.36	0.0	0.003	-0.274	0.0	0.209
48.0	0.0	128.0	-2049.065	1.539	0.153	0.0	0.003	-0.12	0.0	0.094
48.0	0.0	136.0	-2050.845	5.847	0.13	-0.0	0.007	-0.109	0.0	0.094
48.0	0.0	144.0	-2051.372	5.648	0.042	0.0	0.006	-0.033	0.0	0.028
48.0	0.0	152.0	-2051.036	5.362	0.053	0.0	0.006	-0.042	0.0	0.035
48.0	0.0	160.0	-2048.867	0.915	0.115	0.0	0.032	-0.093	0.0	0.084
48.0	0.0	168.0	-2048.794	1.494	0.321	0.002	0.011	-0.25	-0.002	0.198
48.0	0.0	176.0	-2048.506	0.931	0.096	0.0	0.019	-0.077	0.0	0.066
48.0	0.0	184.0	-2047.325	0.939	0.081	0.0	0.016	-0.062	-0.0	0.052
48.0	0.0	192.0	-2045.291	0.906	0.113	0.0	0.016	-0.087	0.0	0.071
48.0	0.0	200.0	-2042.496	0.893	0.15	0.0	0.017	-0.117	0.0	0.095
52.0	0.0	0.0	-2107.519	2.155	0.091	0.0	0.159	-0.071	0.0	0.605
52.0	0.0	8.0	-2106.43	1.825	0.089	0.0	0.134	-0.093	0.0	0.397
52.0	0.0	16.0	-2095.5874	1.7265	0.101	0.006	0.093	-0.105	0.034	0.122
52.0	0.0	24.0	-2089.201	1.623	0.146	-0.062	0.194	-0.135	0.137	0.164
52.0	0.0	32.0	-2085.44	1.45	0.122	0.168	0.346	-0.171	-0.289	0.267
52.0	0.0	40.0	-2079.075	1.778	0.061	-0.001	0.007	-0.045	0.002	0.035
52.0	0.0	48.0	-2081.497	4.823	0.131	0.0	0.011	-0.104	0.0	0.085
52.0	0.0	56.0	-2083.327	4.987	0.157	-0.0	0.011	-0.116	0.0	0.089
52.0	0.0	64.0	-2083.615	4.63	0.145	0.0	0.022	-0.098	0.0	0.072
52.0	0.0	72.0	-2083.185	4.092	0.144	-0.0	0.01	-0.052	0.0	0.022
52.0	0.0	80.0	-2079.407	0.96	0.07	0.0	0.078	-0.047	0.0	0.041
52.0	0.0	88.0	-2074.116	0.974	0.184	0.0	0.008	-0.136	0.0	0.103
52.0	0.0	96.0	-2068.516	2.567	0.046	0.0	0.007	-0.034	0.0	0.026
52.0	0.0	104.0	-2060.82	1.065	0.108	0.0	0.005	-0.08	0.0	0.061
52.0	0.0	112.0	-2056.357	1.251	0.315	0.0	0.003	-0.239	-0.0	0.182
52.0	0.0	120.0	-2053.246	1.266	0.45	0.0	0.003	-0.34	0.0	0.257
52.0	0.0	128.0	-2050.123	3.238	0.148	0.0	0.002	-0.117	0.0	0.094
52.0	0.0	136.0	-2049.044	1.416	0.189	0.0	0.002	-0.146	0.0	0.114
52.0	0.0	144.0	-2051.978	3.224	0.25	0.0	0.007	-0.206	0.0	0.171
52.0	0.0	152.0	-2052.451	5.833	0.04	0.0	0.005	-0.032	0.0	0.026
52.0	0.0	160.0	-2051.975	5.291	0.054	0.0	0.005	-0.042	0.0	0.034
52.0	0.0	168.0	-2051.155	5.526	0.05	0.0	0.005	-0.038	0.0	0.031
52.0	0.0	176.0	-2049.727	0.895	0.188	0.0	0.013	-0.145	0.0	0.116
52.0	0.0	184.0	-2049.766	0.933	0.096	-0.0	0.018	-0.075	0.0	0.063
52.0	0.0	192.0	-2048.505	0.929	0.076	0.0	0.016	-0.058	-0.0	0.048
52.0	0.0	200.0	-2046.318	0.9	0.067	0.0	0.017	-0.049	0.0	0.041
56.0	0.0	0.0	-2108.667	2.277	0.086	-0.0	0.144	-0.063	0.0	0.589
56.0	0.0	8.0	-2107.905	2.069	0.06	0.0	0.107	-0.083	-0.0	0.298
56.0	0.0	16.0	-2096.578	1.683	0.096	0.004	0.074	-0.068	-0.036	0.066
56.0	0.0	24.0	-2089.826	1.455	0.099	0.042	0.155	-0.088	-0.101	0.108
56.0	0.0	32.0	-2085.717	1.517	0.117	-0.05	0.129	-0.057	-0.025	0.052
56.0	0.0	40.0	-2073.121	1.413	0.207	0.0	0.004	-0.155	0.0	0.117
56.0	0.0	48.0	-2079.462	4.569	0.302	0.0	0.015	-0.238	0.0	0.192
56.0	0.0	56.0	-2082.435	4.986	0.099	0.0	0.015	-0.072	0.0	0.056
56.0	0.0	64.0	-2084.077	5.114	0.104	0.0	0.015	-0.071	0.0	0.052
56.0	0.0	72.0	-2084.269	4.816	0.183	0.0	0.009	-0.068	0.0	0.027
56.0	0.0	80.0	-2083.199	4.34	0.148	0.0	0.01	-0.053	-0.0	0.021
56.0	0.0	88.0	-2078.852	1.172	0.069	0.0	0.022	-0.046	0.0	0.039
56.0	0.0	96.0	-2073.398	1.034	0.146	0.0	0.007	-0.104	0.0	0.077
56.0	0.0	104.0	-2068.101	2.53	0.051	0.0	0.004	-0.036	0.0	0.027
56.0	0.0	112.0	-2060.93	1.332	0.098	0.0	0.003	-0.071	0.0	0.052
56.0	0.0	120.0	-2056.335	1.299	0.311	0.0	0.002	-0.231	0.0	0.172
56.0	0.0	128.0	-2053.505	1.347	0.321	0.0	0.002	-0.237	0.0	0.176
56.0	0.0	136.0	-2049.318	1.526	0.209	0.0	0.002	-0.154	0.0	0.114
56.0	0.0	144.0	-2050.268	1.538	0.191	0.0	0.002	-0.145	0.0	0.11
56.0	0.0	152.0	-2053.227	3.134	0.135	-0.001	0.008	-0.108	0.001	0.088
56.0	0.0	160.0	-2053.812	5.876	0.069	0.0	0.005	-0.053	0.0	0.043
56.0	0.0	168.0	-2053.45	5.306	0.051	0.0	0.005	-0.039	-0.0	0.03
56.0	0.0	176.0	-2052.903	5.564	0.054	-0.0	0.005	-0.04	0.0	0.031
56.0	0.0	184.0	-2051.981	2.057	0.319	-0.014	0.013	-0.244	0.014	0.19
56.0	0.0	192.0	-2051.374	0.92	0.1	0.0	0.017	-0.077	0.0	0.063
56.0	0.0	200.0	-2050.484	0.933	0.086	0.0	0.016	-0.064	-0.0	0.051
60.0	0.0	0.0	-2109.512	2.355	0.078	0.0	0.116	-0.069	0.0	0.578
60.0	0.0	8.0	-2109.526	2.104	0.062	0.0	0.079	-0.086	0.0	0.283
60.0	0.0	16.0	-2098.0134	1.508	0.1	0.001	0.047	-0.053	-0.059	0.039
60.0	0.0	24.0	-2090.004	1.488	0.083	0.033	0.118	-0.072	-0.077	0.085
60.0	0.0	32.0	-2085.708	1.799	0.107	0.045	0.144	-0.094	-0.098	0.112
60.0	0.0	40.0	-2082.504	3.011	0.055	0.032	0.295	-0.022	0.115	0.071
60.0	0.0	48.0	-2077.454	4.039	0.349	0.0	0.023	-0.268	0.0	0.211
60.0	0.0	56.0	-2080.503	4.727	0.27	0.0	0.028	-0.187	0.0	0.136
60.0	0.0	64.0	-2083.137	5.133	0.119	0.0	0.033	-0.072	0.0	0.05
60.0	0.0	72.0	-2084.46	5.205	0.139	0.0	0.009	-0.052	0.0	0.021
60.0	0.0	80.0	-2083.794	4.738	0.161	0.0	0.01	-0.059	0.0	0.024
60.0	0.0	88.0	-2080.13	1.043	0.105	0.0	0.03	-0.068	0.0	0.054
60.0	0.0	96.0	-2075.257	1.129	0.061	0.0	0.009	-0.042	0.0	0.031
60.0	0.0	104.0	-2070.801	1.37	0.072	0.0	0.005	-0.05	0.0	0.036
60.0	0.0	112.0	-2066.131	1.048	0.134	0.0	0.005	-0.094	-0.0	0.067
60.0	0.0	120.0	-2048.891	0.784	0.121	-0.0	0.067	-0.094	0.0	0.09
60.0	0.0	128.0	-2056.056	1.206	0.325	0.0	0.003	-0.235	0.0	0.17
60.0	0.0	136.0	-2053.698	1.261	0.171	0.0	0.002	-0.122	0.0	0.088
60.0	0.0	144.0	-2051.564	1.608	0.127	0.0	0.002	-0.097	0.0	0.075
60.0	0.0	152.0	-2050.021	1.337	0.085	0.0	0.003	-0.065	0.0	0.051
60.0	0.0	160.0	-2054.231	3.358	0.196	-0.005	0.009	-0.155	0.006	0.125
60.0	0.0	168.0	-2054.653	5.919	0.113	0.0	0.005	-0.086	0.0	0.066
60.0	0.0	176.0	-2054.214	5.44	0.057	0.0	0.005	-0.042	0.0	0.032
60.0	0.0	184.0	-2053.597	5.671	0.078	0.0	0.005	-0.057	-0.0	0.043
60.0	0.0	192.0	-2052.442	0.877	0.292	0.0	0.014	-0.217	0.0	0.165
60.0	0.0	200.0	-2052.434	0.919	0.099	0.0	0.017	-0.074	0.0	0.06
64.0	0.0	0.0	-2109.762	2.357	0.064	0.0	0.085	-0.073	0.0	0.582
64.0	0.0	8.0	-2111.278	1.143	0.12	0.0	0.128	-0.156	0.0	0.666
64.0	0.0	16.0	-2099.8535	1.267	0.108	-0.001	0.021	-0.056	-0.044	0.036
64.0	0.0	24.0	-2090.665	1.528	0.081	0.002	0.086	-0.055	-0.041	0.057
64.0	0.0	32.0	-2085.747	1.608	0.085	-0.048	0.123	-0.08	0.09	0.097
64.0	0.0	40.0	-2082.722	3.066	0.069	0.048	0.242	-0.024	0.078	0.054
64.0	0.0	48.0	-2075.441	3.542	0.172	-0.071	0.049	-0.099	0.044	0.06
64.0	0.0	56.0	-2078.442	4.103	0.206	-0.01	0.043	-0.117	0.006	0.074
64.0	0.0	64.0	-2081.266	4.764	0.302	0.0	0.01	-0.126	0.0	0.054
64.0	0.0	72.0	-2083.481	5.232	0.178	0.0	0.009	-0.071	-0.0	0.03
64.0	0.0	80.0	-2084.033	5.308	0.117	0.0	0.01	-0.044	0.0	0.019
64.0	0.0	88.0	-2081.066	1.043	0.113	0.0	0.038	-0.071	-0.0	0.057
64.0	0.0	96.0	-2076.322	1.111	0.087	-0.0	0.01	-0.059	0.0	0.043
64.0	0.0	104.0	-2071.522	1.22	0.053	0.0	0.006	-0.037	0.0	0.027
64.0	0.0	112.0	-2067.456	1.065	0.114	0.0	0.005	-0.079	0.0	0.056
64.0	0.0	120.0	-2062.994	0.963	0.162	0.0	0.004	-0.113	0.0	0.08
64.0	0.0	128.0	-2057.563	1.275	0.107	0.0	0.003	-0.075	0.0	0.054
64.0	0.0	136.0	-2054.858	1.24	0.334	-0.0	0.002	-0.239	0.0	0.171
64.0	0.0	144.0	-2053.158	0.763	0.109	0.0	0.023	-0.093	0.0	0.086
64.0	0.0	152.0	-2052.01	1.438	0.08	0.0	0.003	-0.061	0.0	0.048
64.0	0.0	160.0	-2050.796	1.304	0.102	0.0	0.002	-0.075	-0.0	0.056
64.0	0.0	168.0	-2055.208	0.879	0.176	-0.0	0.01	-0.136	0.0	0.108
64.0	0.0	176.0	-2055.519	5.915	0.11	0.0	0.006	-0.082	0.0	0.062
64.0	0.0	184.0	-2054.773	0.871	0.089	0.001	0.017	-0.067	-0.001	0.055
64.0	0.0	192.0	-2054.229	5.68	0.102	-0.0	0.006	-0.073	0.0	0.053
64.0	0.0	200.0	-2054.0443	0.9129	0.113	-0.0	0.012	-0.082	0.0	0.062
68.0	0.0	0.0	-2109.563	2.279	0.064	0.0	0.067	-0.095	0.0	0.684
68.0	0.0	8.0	-2113.532	0.911	0.101	0.0	0.096	-0.071	0.0	0.089
68.0	0.0	16.0	-2102.0332	1.0465	0.114	-0.002	0.005	-0.065	-0.017	0.044
68.0	0.0	24.0	-2092.774	1.502	0.098	-0.016	0.053	-0.055	-0.013	0.042
68.0	0.0	32.0	-2086.661	1.571	0.077	0.024	0.087	-0.06	-0.054	0.064
68.0	0.0	40.0	-2083.379	1.803	0.057	-0.04	0.106	-0.055	0.074	0.072
68.0	0.0	48.0	-2080.513	3.164	0.044	0.011	0.114	-0.032	-0.054	0.047
68.0	0.0	56.0	-2076.451	3.733	0.169	0.017	0.02	-0.073	-0.009	0.033
68.0	0.0	64.0	-2079.283	4.146	0.209	0.0	0.011	-0.086	0.0	0.037
68.0	0.0	72.0	-2081.797	4.682	0.297	0.0	0.009	-0.117	0.0	0.047
68.0	0.0	80.0	-2083.802	5.219	0.232	0.0	0.009	-0.088	0.0	0.034
68.0	0.0	88.0	-2084.404	5.494	0.113	0.0	0.01	-0.042	0.0	0.017
68.0	0.0	96.0	-2081.722	1.071	0.092	0.0	0.037	-0.053	0.0	0.046
68.0	0.0	104.0	-2076.733	1.112	0.099	0.0	0.009	-0.065	0.0	0.047
68.0	0.0	112.0	-2071.694	1.263	0.055	-0.0	0.005	-0.037	0.0	0.026
68.0	0.0	120.0	-2067.406	1.374	0.079	0.0	0.003	-0.054	0.0	0.037
68.0	0.0	128.0	-2063.328	1.172	0.16	-0.0	0.002	-0.11	0.0	0.076
68.0	0.0	136.0	-2057.793	1.336	0.097	0.0	0.003	-0.067	0.0	0.046
68.0	0.0	144.0	-2053.684	0.763	0.104	-0.0	0.029	-0.087	0.0	0.08
68.0	0.0	152.0	-2052.579	1.316	0.264	0.0	0.002	-0.184	0.0	0.129
68.0	0.0	160.0	-2055.37	0.75	0.116	0.0	0.02	-0.093	0.0	0.08
68.0	0.0	168.0	-2056.0	0.768	0.133	0.0	0.013	-0.104	0.0	0.085
68.0	0.0	176.0	-2056.489	0.836	0.119	0.0	0.011	-0.089	-0.0	0.069
68.0	0.0	184.0	-2055.913	0.911	0.048	0.0	0.018	-0.033	0.0	0.028
68.0	0.0	192.0	-2056.326	5.705	0.064	0.0	0.005	-0.045	0.0	0.033
68.0	0.0	200.0	-2055.633	2.858	0.103	0.0	0.006	-0.072	-0.0	0.051
72.0	0.0	0.0	-2109.05	2.161	0.076	0.0	0.061	-0.132	-0.0	0.823
72.0	0.0	8.0	-2115.926	0.874	0.077	0.0	0.141	-0.061	0.0	0.114
72.0	0.0	16.0	-2104.487	0.933	0.11	0.0	0.011	-0.07	-0.002	0.049
72.0	0.0	24.0	-2094.581	1.444	0.103	-0.011	0.045	-0.06	-0.013	0.045
72.0	0.0	32.0	-2087.407	1.55	0.079	-0.001	0.056	-0.05	-0.024	0.043
72.0	0.0	40.0	-2083.407	1.897	0.066	0.064	0.126	-0.073	-0.099	0.095
72.0	0.0	48.0	-2081.009	3.235	0.041	0.024	0.078	-0.037	-0.047	0.046
72.0	0.0	56.0	-2074.01	3.662	0.107	0.001	0.014	-0.045	-0.001	0.02
72.0	0.0	64.0	-2077.192	3.912	0.16	-0.002	0.012	-0.063	0.001	0.026
72.0	0.0	72.0	-2079.744	4.149	0.186	0.0	0.01	-0.071	0.0	0.029
72.0	0.0	80.0	-2081.797	4.502	0.268	0.0	0.01	-0.101	0.0	0.04
72.0	0.0	88.0	-2082.916	4.976	0.265	0.0	0.01	-0.098	0.0	0.038
72.0	0.0	96.0	-2081.824	1.043	0.082	0.0	0.03	-0.048	0.0	0.039
72.0	0.0	104.0	-2077.843	1.105	0.096	0.0	0.01	-0.063	0.0	0.045
72.0	0.0	112.0	-2072.822	1.217	0.083	0.0	0.006	-0.055	0.0	0.039
72.0	0.0	120.0	-2068.142	1.366	0.047	0.0	0.004	-0.031	0.0	0.022
72.0	0.0	128.0	-2064.583	1.288	0.146	0.0	0.002	-0.099	-0.0	0.068
72.0	0.0	136.0	-2060.592	1.104	0.133	-0.0	0.003	-0.09	0.0	0.062
72.0	0.0	144.0	-2053.894	0.791	0.104	0.0	0.05	-0.075	0.0	0.067
72.0	0.0	152.0	-2055.115	0.76	0.102	0.0	0.028	-0.083	0.0	0.074
72.0	0.0	160.0	-2056.053	0.737	0.114	0.0	0.02	-0.093	-0.0	0.082
72.0	0.0	168.0	-2055.048	5.056	0.16	0.002	0.004	-0.121	-0.002	0.092
72.0	0.0	176.0	-2057.089	0.707	0.133	0.0	0.014	-0.102	0.0	0.082
72.0	0.0	184.0	-2057.355	0.826	0.106	0.0	0.011	-0.078	0.0	0.06
72.0	0.0	192.0	-2057.429	0.874	0.132	0.0	0.008	-0.094	0.0	0.069
72.0	0.0	200.0	-2056.995	5.624	0.07	0.0	0.005	-0.048	0.0	0.034
76.0	0.0	0.0	-2108.293	2.069	0.079	0.0	0.065	-0.135	0.0	0.787
76.0	0.0	8.0	-2118.097	1.242	0.155	0.0	0.096	-0.296	0.0	1.07
76.0	0.0	16.0	-2107.0994	0.973	0.097	0.005	0.039	-0.065	-0.014	0.046
76.0	0.0	24.0	-2096.7434	1.4055	0.139	-0.002	0.059	-0.083	-0.022	0.064
76.0	0.0	32.0	-2088.715	1.596	0.094	0.01	0.042	-0.054	0.012	0.04
76.0	0.0	40.0	-2083.345	1.591	0.066	-0.024	0.071	-0.053	0.047	0.056
76.0	0.0	48.0	-2081.473	3.277	0.037	0.028	0.069	-0.036	-0.046	0.045
76.0	0.0	56.0	-2078.602	3.251	0.049	-0.057	0.13	-0.034	0.052	0.029
76.0	0.0	64.0	-2074.655	3.814	0.093	0.0	0.012	-0.036	-0.0	0.015
76.0	0.0	72.0	-2077.591	4.026	0.146	-0.001	0.011	-0.055	0.001	0.022
76.0	0.0	80.0	-2079.813	4.115	0.17	0.0	0.01	-0.062	0.0	0.024
76.0	0.0	88.0	-2081.058	4.137	0.229	0.0	0.011	-0.085	0.0	0.033
76.0	0.0	96.0	-2080.738	1.056	0.202	0.0	0.02	-0.128	0.0	0.087
76.0	0.0	104.0	-2079.176	0.941	0.136	0.0	0.009	-0.088	0.0	0.059
76.0	0.0	112.0	-2075.109	1.133	0.105	0.0	0.006	-0.068	0.0	0.046
76.0	0.0	120.0	-2070.709	1.128	0.083	-0.0	0.006	-0.054	0.0	0.037
76.0	0.0	128.0	-2067.018	1.222	0.044	0.0	0.004	-0.029	0.0	0.019
76.0	0.0	136.0	-2064.661	1.219	0.142	0.0	0.002	-0.094	0.0	0.062
76.0	0.0	144.0	-2061.548	1.107	0.129	0.0	0.003	-0.085	0.0	0.057
76.0	0.0	152.0	-2057.408	1.248	0.097	0.0	0.002	-0.064	0.0	0.043
76.0	0.0	160.0	-2055.472	1.2	0.305	0.0	0.002	-0.206	0.0	0.14
76.0	0.0	168.0	-2056.739	5.305	0.05	0.0	0.004	-0.037	0.0	0.028
76.0	0.0	176.0	-2055.856	2.793	0.098	-0.002	0.008	-0.073	0.004	0.057
76.0	0.0	184.0	-2056.267	5.047	0.121	-0.001	0.004	-0.087	0.001	0.064
76.0	0.0	192.0	-2058.877	3.468	0.12	-0.006	0.011	-0.087	0.007	0.066
76.0	0.0	200.0	-2058.72	0.876	0.129	-0.001	0.009	-0.091	0.001	0.066
80.0	0.0	0.0	-2107.241	2.048	0.073	-0.0	0.077	-0.108	0.0	0.624
80.0	0.0	8.0	-2119.749	1.431	0.146	0.0	0.067	-0.273	-0.0	1.072
80.0	0.0	16.0	-2109.554	1.053	0.106	0.007	0.051	-0.07	-0.027	0.058
80.0	0.0	24.0	-2099.3541	1.3896	0.196	0.003	0.081	-0.116	-0.031	0.089
80.0	0.0	32.0	-2090.5335	1.636	0.113	0.039	0.04	-0.059	0.02	0.037
80.0	0.0	40.0	-2084.1326	1.1798	0.068	-0.14	0.023	-0.04	0.224	0.026
80.0	0.0	48.0	-2081.655	3.342	0.038	0.029	0.074	-0.037	-0.049	0.046
80.0	0.0	56.0	-2078.975	3.131	0.05	0.059	0.132	-0.033	-0.054	0.029
80.0	0.0	64.0	-2072.121	3.786	0.107	-0.002	0.012	-0.039	0.001	0.015
80.0	0.0	72.0	-2075.129	4.019	0.087	-0.011	0.016	-0.032	0.005	0.013
80.0	0.0	80.0	-2077.58	4.065	0.124	-0.003	0.011	-0.044	0.001	0.017
80.0	0.0	88.0	-2079.21	3.983	0.155	0.0	0.012	-0.055	0.0	0.02
80.0	0.0	96.0	-2079.067	1.064	0.167	0.003	0.028	-0.103	0.001	0.071
80.0	0.0	104.0	-2078.422	0.959	0.248	-0.0	0.008	-0.162	0.0	0.108
80.0	0.0	112.0	-2076.008	0.987	0.135	0.0	0.006	-0.087	0.0	0.058
80.0	0.0	120.0	-2071.819	1.201	0.11	0.0	0.004	-0.071	0.0	0.047
80.0	0.0	128.0	-2067.941	1.316	0.087	0.0	0.003	-0.056	0.0	0.037
80.0	0.0	136.0	-2064.679	1.27	0.054	0.0	0.003	-0.035	0.0	0.024
80.0	0.0	144.0	-2062.827	1.265	0.14	0.0	0.002	-0.092	0.0	0.061
80.0	0.0	152.0	-2059.939	1.163	0.091	-0.0	0.002	-0.06	0.0	0.04
80.0	0.0	160.0	-2056.549	1.308	0.087	0.0	0.002	-0.058	0.0	0.039
80.0	0.0	168.0	-2057.056	3.451	0.055	0.003	0.012	-0.039	0.002	0.031
80.0	0.0	176.0	-2058.646	0.751	0.101	0.0	0.018	-0.078	-0.0	0.065
80.0	0.0	184.0	-2057.423	5.343	0.088	-0.001	0.004	-0.063	0.001	0.046
80.0	0.0	192.0	-2059.582	2.311	0.115	-0.007	0.013	-0.083	0.008	0.063
80.0	0.0	200.0	-2059.654	0.787	0.14	0.0	0.012	-0.101	0.0	0.075
84.0	0.0	0.0	-2105.894	2.081	0.063	0.0	0.096	-0.082	0.0	0.487
84.0	0.0	8.0	-2120.48	1.566	0.155	0.0	0.048	-0.293	0.0	1.117
84.0	0.0	16.0	-2111.6201	1.0384	0.15	0.004	0.021	-0.095	-0.016	0.094
84.0	0.0	24.0	-2102.1335	1.3851	0.244	0.005	0.102	-0.142	-0.038	0.108
84.0	0.0	32.0	-2092.6975	1.6462	0.13	0.064	0.047	-0.061	0.018	0.031
84.0	0.0	40.0	-2085.7295	0.9041	0.076	-0.211	0.013	-0.043	0.326	0.022
84.0	0.0	48.0	-2081.529	3.407	0.044	-0.032	0.087	-0.042	0.056	0.054
84.0	0.0	56.0	-2079.376	3.111	0.038	-0.03	0.088	-0.028	0.036	0.032
84.0	0.0	64.0	-2070.324	3.806	0.134	-0.001	0.014	-0.044	0.001	0.016
84.0	0.0	72.0	-2072.554	3.876	0.137	-0.002	0.011	-0.046	0.001	0.017
84.0	0.0	80.0	-2075.004	3.983	0.098	0.002	0.011	-0.033	-0.001	0.012
84.0	0.0	88.0	-2076.947	3.954	0.097	0.0	0.012	-0.033	0.0	0.012
84.0	0.0	96.0	-2077.403	1.119	0.111	0.001	0.043	-0.063	0.0	0.046
84.0	0.0	104.0	-2076.746	1.083	0.185	0.0	0.008	-0.12	0.0	0.08
84.0	0.0	112.0	-2075.794	0.957	0.283	0.0	0.006	-0.184	0.0	0.121
84.0	0.0	120.0	-2072.834	1.038	0.126	-0.0	0.004	-0.081	0.0	0.053
84.0	0.0	128.0	-2068.869	1.269	0.115	0.0	0.003	-0.074	0.0	0.048
84.0	0.0	136.0	-2065.411	1.376	0.107	0.0	0.003	-0.069	-0.0	0.045
84.0	0.0	144.0	-2062.899	1.393	0.074	0.0	0.002	-0.048	0.0	0.032
84.0	0.0	152.0	-2061.324	1.261	0.104	0.0	0.002	-0.068	-0.0	0.045
84.0	0.0	160.0	-2058.675	1.177	0.074	0.0	0.002	-0.049	0.0	0.032
84.0	0.0	168.0	-2058.136	3.556	0.031	0.003	0.011	-0.021	0.001	0.017
84.0	0.0	176.0	-2059.043	0.759	0.096	0.0	0.026	-0.071	0.0	0.059
84.0	0.0	184.0	-2052.459	1.285	0.119	0.0	0.002	-0.079	0.0	0.053
84.0	0.0	192.0	-2057.859	5.542	0.06	0.0	0.003	-0.042	0.0	0.03
84.0	0.0	200.0	-2057.894	5.077	0.112	-0.001	0.004	-0.078	0.001	0.055
88.0	0.0	0.0	-2104.349	2.098	0.054	0.0	0.117	-0.068	-0.0	0.399
88.0	0.0	8.0	-2120.183	1.717	0.155	0.0	0.04	-0.304	0.0	1.114
88.0	0.0	16.0	-2113.611	0.87	0.15	0.0	0.02	-0.092	0.0	0.063
88.0	0.0	24.0	-2104.8016	1.3806	0.252	0.001	0.108	-0.146	-0.039	0.109
88.0	0.0	32.0	-2095.112	1.6344	0.146	0.083	0.058	-0.062	0.011	0.023
88.0	0.0	40.0	-2087.9561	0.7527	0.088	-0.244	0.032	-0.057	0.365	0.036
88.0	0.0	48.0	-2082.4226	3.2611	0.049	-0.064	0.081	-0.042	0.118	0.052
88.0	0.0	56.0	-2080.8642	2.9499	0.12	-0.111	0.054	-0.076	0.115	0.062
88.0	0.0	64.0	-2069.973	3.928	0.16	0.0	0.016	-0.108	-0.0	0.077
88.0	0.0	72.0	-2071.249	4.018	0.101	0.0	0.013	-0.032	0.0	0.012
88.0	0.0	80.0	-2072.979	4.055	0.17	0.007	0.011	-0.053	-0.003	0.018
88.0	0.0	88.0	-2075.064	4.157	0.12	-0.01	0.011	-0.038	0.004	0.013
88.0	0.0	96.0	-2076.758	4.038	0.093	0.0	0.011	-0.029	0.0	0.01
88.0	0.0	104.0	-2077.286	1.91	0.108	0.0	0.021	-0.035	0.0	0.015
88.0	0.0	112.0	-2076.545	1.075	0.144	0.002	0.01	-0.09	0.0	0.059
