Q20	Q30	Q40	EHFB	E0	M_22	M_32	M_33	M_42	M_43	M_44
388.0	16.0	152.0	-2167.608	1.434	0.037	-0.007	0.008	-0.014	0.004	0.006
388.0	16.0	160.0	-2164.827	1.463	0.028	-0.006	0.007	-0.011	0.004	0.005
388.0	16.0	168.0	-2162.2111	1.7159	0.012	-0.009	0.004	-0.003	0.005	0.002
388.0	16.0	176.0	-2160.182	1.622	0.026	-0.005	0.006	-0.009	0.003	0.004
388.0	16.0	184.0	-2148.1793	2.982	-0.835	-0.074	0.02	0.249	0.041	-0.079
388.0	16.0	192.0	-2143.633	1.527	0.032	-0.007	0.006	-0.013	0.004	0.005
388.0	16.0	200.0	-2151.2634	0.3128	-0.028	0.028	-0.001	0.017	-0.009	-0.008
392.0	16.0	0.0	-2105.386	1.231	0.043	0.017	0.239	-0.031	-0.005	0.075
392.0	16.0	8.0	-2115.095	1.107	0.024	-0.023	0.158	-0.019	-0.009	0.059
392.0	16.0	16.0	-2126.632	1.309	0.036	-0.027	0.19	-0.024	0.012	0.037
392.0	16.0	24.0	-2138.978	1.873	0.13	0.15	0.505	-0.151	-0.239	0.195
392.0	16.0	32.0	-2147.746	1.343	0.044	0.014	0.096	-0.053	-0.036	0.08
392.0	16.0	40.0	-2154.765	1.242	0.031	0.012	0.125	-0.032	-0.02	0.062
392.0	16.0	48.0	-2164.478	1.679	0.044	-0.018	0.148	-0.05	0.036	0.07
392.0	16.0	56.0	-2168.161	1.271	0.056	-0.007	0.127	-0.076	0.006	0.115
392.0	16.0	64.0	-2168.053	1.48	0.031	0.011	0.083	-0.037	-0.028	0.065
392.0	16.0	72.0	-2168.782	3.141	0.055	-0.001	0.113	-0.061	-0.036	0.105
392.0	16.0	80.0	-2167.802	1.29	0.046	-0.02	0.078	-0.054	0.015	0.077
392.0	16.0	88.0	-2153.537	1.207	0.04	0.006	0.064	-0.051	-0.021	0.096
392.0	16.0	96.0	-2158.209	1.27	0.03	0.005	0.045	-0.037	-0.014	0.065
392.0	16.0	104.0	-2163.366	1.518	0.043	0.012	0.031	-0.05	-0.017	0.076
392.0	16.0	112.0	-2167.501	1.589	0.056	0.009	0.021	-0.062	-0.012	0.082
392.0	16.0	120.0	-2168.277	1.421	0.039	-0.003	0.018	-0.045	0.0	0.066
392.0	16.0	128.0	-2169.253	1.311	0.049	-0.008	0.021	-0.042	0.005	0.053
392.0	16.0	136.0	-2170.466	1.727	0.057	0.002	0.017	-0.063	-0.01	0.082
392.0	16.0	144.0	-2171.47	1.755	0.084	-0.001	0.008	-0.075	-0.002	0.077
392.0	16.0	152.0	-2169.283	1.532	0.045	-0.007	0.008	-0.017	0.004	0.008
392.0	16.0	160.0	-2166.483	1.212	0.032	-0.006	0.008	-0.012	0.004	0.005
392.0	16.0	168.0	-2163.7679	1.6546	0.02	-0.007	0.005	-0.006	0.004	0.003
392.0	16.0	176.0	-2161.6568	1.6117	0.03	-0.004	0.006	-0.011	0.002	0.004
392.0	16.0	184.0	-2153.0679	2.5136	-0.535	-0.05	0.015	0.159	0.028	-0.05
392.0	16.0	192.0	-2143.633	1.527	0.032	-0.007	0.006	-0.013	0.004	0.005
392.0	16.0	200.0	-2153.692	0.7802	-0.009	0.017	0.001	0.008	-0.005	-0.004
396.0	16.0	0.0	-2104.698	1.092	0.035	0.007	0.193	-0.026	-0.005	0.063
396.0	16.0	8.0	-2114.163	1.111	0.027	-0.023	0.174	-0.022	-0.016	0.066
396.0	16.0	16.0	-2125.661	1.253	0.038	-0.033	0.22	-0.023	0.011	0.035
396.0	16.0	24.0	-2138.216	2.047	0.112	0.117	0.399	-0.13	-0.184	0.165
396.0	16.0	32.0	-2147.197	1.389	0.053	0.028	0.116	-0.063	-0.054	0.09
396.0	16.0	40.0	-2154.689	1.289	0.033	0.008	0.109	-0.037	-0.016	0.068
396.0	16.0	48.0	-2163.936	1.58	0.041	-0.016	0.143	-0.044	0.037	0.063
396.0	16.0	56.0	-2169.327	1.55	0.056	-0.014	0.142	-0.072	0.017	0.098
396.0	16.0	64.0	-2169.27	1.525	0.035	0.009	0.095	-0.043	-0.034	0.081
396.0	16.0	72.0	-2170.14	3.597	0.048	0.008	0.108	-0.049	-0.054	0.082
396.0	16.0	80.0	-2169.648	1.608	0.06	-0.038	0.097	-0.069	0.042	0.087
396.0	16.0	88.0	-2157.1037	1.2235	0.037	0.003	0.064	-0.045	-0.013	0.077
396.0	16.0	96.0	-2157.827	1.135	0.033	0.007	0.055	-0.041	-0.021	0.065
396.0	16.0	104.0	-2162.5	1.47	0.035	0.008	0.029	-0.041	-0.011	0.069
396.0	16.0	112.0	-2167.465	1.558	0.059	0.016	0.03	-0.067	-0.022	0.09
396.0	16.0	120.0	-2169.074	1.401	0.044	-0.002	0.017	-0.05	0.0	0.071
396.0	16.0	128.0	-2169.969	1.336	0.045	-0.007	0.02	-0.041	0.003	0.054
396.0	16.0	136.0	-2169.582	1.361	0.038	-0.004	0.017	-0.031	0.001	0.04
396.0	16.0	144.0	-2172.332	1.716	0.078	-0.003	0.01	-0.07	-0.001	0.074
396.0	16.0	152.0	-2170.92	1.542	0.056	-0.006	0.009	-0.027	0.002	0.021
396.0	16.0	160.0	-2168.178	1.135	0.04	-0.006	0.009	-0.014	0.005	0.006
396.0	16.0	168.0	-2165.397	1.462	0.03	-0.005	0.006	-0.01	0.003	0.004
396.0	16.0	176.0	-2162.991	1.602	0.027	-0.005	0.006	-0.01	0.003	0.004
396.0	16.0	184.0	-2160.918	1.602	0.027	-0.005	0.006	-0.01	0.003	0.004
396.0	16.0	192.0	-2143.633	1.527	0.032	-0.007	0.006	-0.013	0.004	0.005
396.0	16.0	200.0	-2157.037	1.614	0.026	-0.005	0.006	-0.009	0.003	0.004
400.0	16.0	0.0	-2104.117	0.971	0.048	0.03	0.277	-0.03	-0.018	0.049
400.0	16.0	8.0	-2113.807	1.066	0.025	-0.009	0.123	-0.021	-0.008	0.05
400.0	16.0	16.0	-2124.708	1.194	0.031	-0.033	0.185	-0.019	0.004	0.036
400.0	16.0	24.0	-2137.222	3.436	0.095	0.096	0.331	-0.104	-0.141	0.127
400.0	16.0	32.0	-2146.608	1.548	0.083	0.084	0.259	-0.097	-0.14	0.138
400.0	16.0	40.0	-2154.576	1.304	0.033	0.001	0.083	-0.04	-0.018	0.071
400.0	16.0	48.0	-2163.202	1.489	0.038	-0.011	0.137	-0.038	0.036	0.057
400.0	16.0	56.0	-2170.18	1.871	0.054	-0.019	0.151	-0.066	0.024	0.087
400.0	16.0	64.0	-2170.505	1.261	0.045	0.01	0.092	-0.062	-0.021	0.099
400.0	16.0	72.0	-2171.615	1.133	0.05	-0.02	0.071	-0.06	0.012	0.089
400.0	16.0	80.0	-2171.177	1.252	0.066	-0.043	0.106	-0.076	0.048	0.098
400.0	16.0	88.0	-2169.407	1.37	0.027	-0.001	0.064	-0.029	-0.014	0.045
400.0	16.0	96.0	-2157.295	1.214	0.036	0.009	0.061	-0.045	-0.026	0.07
400.0	16.0	104.0	-2161.712	1.396	0.03	0.005	0.033	-0.036	-0.01	0.069
400.0	16.0	112.0	-2167.015	1.511	0.055	0.019	0.038	-0.062	-0.027	0.089
400.0	16.0	120.0	-2169.77	1.493	0.048	0.002	0.015	-0.052	-0.002	0.072
400.0	16.0	128.0	-2170.448	1.382	0.039	-0.003	0.017	-0.039	0.0	0.055
400.0	16.0	136.0	-2169.816	1.662	0.291	-0.058	0.169	-0.306	-0.016	0.371
400.0	16.0	144.0	-2172.798	1.724	0.067	-0.003	0.013	-0.063	-0.003	0.071
400.0	16.0	152.0	-2172.495	1.807	0.098	0.0	0.007	-0.081	-0.002	0.081
400.0	16.0	160.0	-2169.874	1.323	0.047	-0.007	0.008	-0.017	0.005	0.007
400.0	16.0	168.0	-2167.075	1.091	0.035	-0.005	0.009	-0.012	0.004	0.005
400.0	16.0	176.0	-2162.991	1.602	0.027	-0.005	0.006	-0.01	0.003	0.004
400.0	16.0	184.0	-2160.918	1.602	0.027	-0.005	0.006	-0.01	0.003	0.004
400.0	16.0	192.0	-2143.633	1.527	0.032	-0.007	0.006	-0.013	0.004	0.005
400.0	16.0	200.0	-2157.037	1.614	0.026	-0.005	0.006	-0.009	0.003	0.004
0.0	20.0	0.0	-2078.516	2.069	0.098	-0.111	1.123	-0.005	-0.161	0.115
0.0	20.0	8.0	-2082.509	1.579	0.092	-0.143	0.859	-0.025	-0.1	0.185
0.0	20.0	16.0	-2080.522	1.724	0.092	-0.14	0.676	-0.043	-0.153	0.172
0.0	20.0	24.0	-2073.891	3.469	0.237	-0.238	0.668	-0.168	-0.117	0.328
0.0	20.0	32.0	-2076.574	3.6	0.54	-0.207	0.192	-0.565	0.154	0.641
0.0	20.0	40.0	-2065.508	1.343	0.115	-0.039	0.19	-0.113	-0.03	0.184
0.0	20.0	48.0	-2051.416	1.776	0.306	0.122	0.069	-0.283	-0.11	0.27
0.0	20.0	56.0	-2046.303	4.015	0.151	0.021	0.108	-0.154	0.022	0.196
0.0	20.0	64.0	-2038.252	1.122	0.067	-0.002	0.057	-0.078	0.001	0.114
0.0	20.0	72.0	-2027.04	1.289	0.102	-0.008	0.027	-0.131	0.014	0.179
0.0	20.0	80.0	-2018.419	1.349	0.156	-0.014	0.016	-0.207	0.02	0.281
0.0	20.0	88.0	-2009.735	1.387	0.143	-0.016	0.018	-0.189	0.021	0.258
0.0	20.0	96.0	-2002.027	2.289	0.273	-0.037	0.025	-0.364	0.05	0.495
0.0	20.0	104.0	-1994.145	1.105	0.041	-0.005	0.031	-0.051	0.005	0.078
0.0	20.0	112.0	-1989.363	2.508	0.063	-0.013	0.097	-0.068	-0.008	0.113
0.0	20.0	120.0	-1983.639	4.055	0.116	-0.06	0.07	-0.098	0.064	0.094
0.0	20.0	128.0	-1974.196	2.82	0.139	0.017	0.057	-0.157	-0.023	0.202
0.0	20.0	136.0	-1961.467	2.421	0.114	0.002	0.037	-0.148	0.003	0.208
0.0	20.0	144.0	-1947.013	2.102	0.104	-0.003	0.028	-0.138	0.007	0.196
0.0	20.0	152.0	-1931.032	1.203	0.068	-0.003	0.025	-0.09	0.005	0.132
0.0	20.0	160.0	-1979.258	2.089	0.109	-0.061	0.101	-0.093	0.021	0.106
0.0	20.0	168.0	-1969.394	1.528	0.084	-0.013	0.032	-0.092	0.008	0.112
0.0	20.0	176.0	-1672.009	2.642	0.049	-0.009	0.046	-0.043	0.019	0.068
0.0	20.0	184.0	-1934.746	0.862	0.063	-0.003	0.057	-0.081	0.006	0.131
0.0	20.0	192.0	-1956.39	1.098	0.112	-0.005	0.017	-0.122	0.007	0.139
0.0	20.0	200.0	-1970.125	1.055	0.114	-0.013	0.02	-0.116	0.008	0.123
4.0	20.0	0.0	-2079.987	2.028	0.083	-0.123	0.951	0.002	-0.165	0.118
4.0	20.0	8.0	-2083.88	1.648	0.087	-0.138	0.865	-0.022	-0.146	0.195
4.0	20.0	16.0	-2079.462	2.559	0.2	-0.308	1.333	0.02	-0.373	0.172
4.0	20.0	24.0	-2077.418	1.627	0.208	-0.307	0.879	-0.043	-0.188	0.164
4.0	20.0	32.0	-2079.744	1.726	0.097	-0.008	0.238	-0.104	-0.134	0.203
4.0	20.0	40.0	-2073.388	1.017	0.064	-0.01	0.084	-0.064	-0.035	0.096
4.0	20.0	48.0	-2062.524	2.314	0.213	-0.011	0.023	-0.227	0.007	0.25
4.0	20.0	56.0	-2055.615	1.848	0.278	-0.022	0.015	-0.292	0.025	0.311
4.0	20.0	64.0	-2053.885	3.377	0.235	0.083	0.047	-0.185	-0.069	0.15
4.0	20.0	72.0	-2052.056	1.822	0.09	-0.021	0.152	-0.047	0.027	0.05
4.0	20.0	80.0	-2045.079	2.272	0.089	0.047	0.051	-0.064	-0.038	0.053
4.0	20.0	88.0	-2038.2	3.035	0.138	0.007	0.034	-0.143	0.004	0.16
4.0	20.0	96.0	-2030.333	1.25	0.218	0.002	0.023	-0.235	0.006	0.261
4.0	20.0	104.0	-2022.848	1.262	0.152	-0.0	0.019	-0.165	0.007	0.186
4.0	20.0	112.0	-2015.221	1.299	0.289	-0.015	0.018	-0.324	0.021	0.37
4.0	20.0	120.0	-2009.141	2.6	0.037	-0.003	0.014	-0.039	0.005	0.048
4.0	20.0	128.0	-2003.313	2.056	0.209	-0.023	0.016	-0.239	0.025	0.279
4.0	20.0	136.0	-1996.807	1.067	0.051	-0.007	0.029	-0.056	-0.002	0.072
4.0	20.0	144.0	-1992.544	2.177	0.09	-0.021	0.051	-0.096	0.002	0.121
4.0	20.0	152.0	-1987.034	2.372	0.129	-0.084	0.069	-0.103	0.07	0.087
4.0	20.0	160.0	-1979.258	2.089	0.109	-0.061	0.101	-0.093	0.021	0.106
4.0	20.0	168.0	-1969.394	1.528	0.084	-0.013	0.032	-0.092	0.008	0.112
4.0	20.0	176.0	-1958.542	1.069	0.074	-0.004	0.026	-0.081	0.006	0.099
4.0	20.0	184.0	-1945.989	1.878	0.107	0.002	0.033	-0.116	0.005	0.139
4.0	20.0	192.0	-1956.39	1.098	0.112	-0.005	0.017	-0.122	0.007	0.139
4.0	20.0	200.0	-1970.125	1.055	0.114	-0.013	0.02	-0.116	0.008	0.123
8.0	20.0	0.0	-2081.637	1.77	0.068	-0.109	0.826	0.001	-0.172	0.131
8.0	20.0	8.0	-2085.906	1.651	0.078	-0.117	0.811	-0.02	-0.194	0.203
8.0	20.0	16.0	-2081.778	2.145	0.162	0.154	1.183	-0.231	-0.765	0.641
8.0	20.0	24.0	-2080.997	1.191	0.109	-0.037	0.909	-0.09	-0.488	0.385
8.0	20.0	32.0	-2082.252	1.557	0.207	-0.144	0.279	-0.132	-0.009	0.146
8.0	20.0	40.0	-2075.154	1.116	0.327	-0.013	0.076	-0.341	-0.029	0.382
8.0	20.0	48.0	-2066.085	1.077	0.066	-0.005	0.014	-0.066	0.001	0.071
8.0	20.0	56.0	-2059.366	2.702	0.872	-0.072	0.016	-0.896	0.075	0.923
8.0	20.0	64.0	-2056.062	3.046	0.197	-0.015	0.015	-0.197	0.016	0.202
8.0	20.0	72.0	-2055.049	1.951	0.168	-0.048	0.152	-0.083	0.049	0.056
8.0	20.0	80.0	-2051.5	0.977	0.081	0.004	0.044	-0.077	0.005	0.088
8.0	20.0	88.0	-2045.157	2.976	0.074	0.031	0.082	-0.057	0.006	0.066
8.0	20.0	96.0	-2038.449	2.784	0.152	0.005	0.028	-0.153	0.005	0.164
8.0	20.0	104.0	-2032.323	1.225	0.177	0.001	0.019	-0.184	0.006	0.198
8.0	20.0	112.0	-2025.714	1.278	0.221	-0.003	0.016	-0.234	0.008	0.252
8.0	20.0	120.0	-2019.085	1.273	0.312	-0.014	0.015	-0.334	0.018	0.363
8.0	20.0	128.0	-2013.57	2.516	0.024	-0.001	0.013	-0.025	0.003	0.03
8.0	20.0	136.0	-2008.124	2.085	0.188	-0.018	0.014	-0.205	0.018	0.227
8.0	20.0	144.0	-2002.365	1.178	0.038	-0.004	0.016	-0.04	0.001	0.046
8.0	20.0	152.0	-1997.673	1.063	0.069	-0.011	0.032	-0.072	-0.001	0.087
8.0	20.0	160.0	-1992.7	1.721	0.142	-0.087	0.067	-0.111	0.068	0.09
8.0	20.0	168.0	-1986.236	2.261	0.175	-0.103	0.073	-0.139	0.083	0.113
8.0	20.0	176.0	-1977.182	1.422	0.117	-0.019	0.033	-0.123	0.009	0.141
8.0	20.0	184.0	-1967.406	1.104	0.023	-0.002	0.018	-0.023	0.0	0.029
8.0	20.0	192.0	-1956.39	1.098	0.112	-0.005	0.017	-0.122	0.007	0.139
8.0	20.0	200.0	-1970.125	1.055	0.114	-0.013	0.02	-0.116	0.008	0.123
12.0	20.0	0.0	-2083.391	1.509	0.068	-0.034	0.859	0.002	-0.13	0.148
12.0	20.0	8.0	-2088.454	1.538	0.064	-0.058	0.715	-0.035	-0.242	0.238
12.0	20.0	16.0	-2084.631	2.701	0.31	0.103	0.606	-0.36	-0.437	0.602
12.0	20.0	24.0	-2087.064	1.376	0.076	-0.093	0.655	-0.018	-0.269	0.178
12.0	20.0	32.0	-2087.438	2.17	0.146	-0.147	0.287	-0.06	-0.016	0.07
12.0	20.0	40.0	-2078.126	1.127	0.22	-0.018	0.138	-0.205	-0.058	0.236
12.0	20.0	48.0	-2069.221	0.871	0.459	-0.023	0.015	-0.451	0.018	0.447
12.0	20.0	56.0	-2062.237	1.129	0.229	-0.018	0.008	-0.219	0.017	0.211
12.0	20.0	64.0	-2059.618	2.867	0.442	-0.038	0.013	-0.43	0.037	0.421
12.0	20.0	72.0	-2057.184	3.568	0.187	-0.016	0.014	-0.176	0.015	0.171
12.0	20.0	80.0	-2055.937	1.429	0.16	-0.111	0.139	-0.093	0.067	0.064
12.0	20.0	88.0	-2052.303	0.964	0.073	0.002	0.03	-0.068	0.005	0.073
12.0	20.0	96.0	-2047.032	2.661	0.102	0.044	0.03	-0.073	-0.033	0.055
12.0	20.0	104.0	-2041.794	2.743	0.193	0.03	0.059	-0.17	-0.001	0.167
12.0	20.0	112.0	-2036.633	2.844	0.204	0.006	0.023	-0.197	0.004	0.198
12.0	20.0	120.0	-2031.023	2.528	0.106	0.006	0.021	-0.101	0.002	0.103
12.0	20.0	128.0	-2024.369	1.185	0.24	0.0	0.016	-0.239	0.005	0.243
12.0	20.0	136.0	-2018.989	2.65	0.112	-0.004	0.013	-0.112	0.006	0.116
12.0	20.0	144.0	-2013.37	2.543	0.11	-0.006	0.015	-0.11	0.008	0.115
12.0	20.0	152.0	-2008.779	1.993	0.173	-0.014	0.013	-0.176	0.013	0.183
12.0	20.0	160.0	-2003.522	1.107	0.057	-0.006	0.022	-0.057	-0.002	0.064
12.0	20.0	168.0	-1999.285	1.109	0.06	-0.008	0.026	-0.059	-0.002	0.067
12.0	20.0	176.0	-1994.319	1.308	0.124	-0.072	0.059	-0.09	0.049	0.071
12.0	20.0	184.0	-1988.08	2.464	0.101	-0.06	0.045	-0.073	0.044	0.055
12.0	20.0	192.0	-1979.8	2.31	0.069	-0.015	0.037	-0.065	0.0	0.073
12.0	20.0	200.0	-1970.125	1.055	0.114	-0.013	0.02	-0.116	0.008	0.123
16.0	20.0	0.0	-2085.358	1.37	0.076	0.014	0.992	0.016	-0.096	0.179
16.0	20.0	8.0	-2091.237	1.433	0.059	0.015	0.741	-0.067	-0.357	0.347
16.0	20.0	16.0	-2086.369	2.759	0.305	-0.652	3.663	0.073	-1.411	0.72
16.0	20.0	24.0	-2089.832	1.803	0.081	-0.018	0.823	-0.017	-0.286	0.128
16.0	20.0	32.0	-2089.397	1.5	0.229	-0.135	0.372	-0.144	-0.075	0.182
16.0	20.0	40.0	-2081.661	1.113	0.124	-0.007	0.089	-0.114	-0.041	0.132
16.0	20.0	48.0	-2069.972	1.096	0.115	-0.005	0.013	-0.109	0.0	0.107
16.0	20.0	56.0	-2064.505	1.265	0.516	-0.041	0.009	-0.487	0.038	0.461
16.0	20.0	64.0	-2061.033	3.066	0.026	-0.001	0.009	-0.023	0.002	0.024
16.0	20.0	72.0	-2059.948	3.889	0.193	-0.017	0.013	-0.18	0.015	0.172
16.0	20.0	80.0	-2057.52	2.764	0.082	-0.013	0.027	-0.07	0.007	0.066
16.0	20.0	88.0	-2054.72	1.149	0.276	-0.074	0.1	-0.227	0.03	0.212
16.0	20.0	96.0	-2050.629	0.983	0.093	0.001	0.022	-0.087	0.006	0.088
16.0	20.0	104.0	-2045.539	2.627	0.117	0.052	0.035	-0.082	-0.034	0.06
16.0	20.0	112.0	-2040.711	3.073	0.121	0.008	0.027	-0.111	0.004	0.11
16.0	20.0	120.0	-2036.483	2.711	0.193	0.006	0.019	-0.183	0.001	0.179
16.0	20.0	128.0	-2031.543	2.434	0.094	0.005	0.018	-0.087	0.003	0.086
16.0	20.0	136.0	-2025.42	1.237	0.351	-0.005	0.013	-0.343	0.008	0.338
16.0	20.0	144.0	-2020.354	2.577	0.074	-0.002	0.012	-0.071	0.005	0.073
16.0	20.0	152.0	-2014.841	2.547	0.084	-0.005	0.012	-0.082	0.006	0.083
16.0	20.0	160.0	-2010.405	1.581	0.153	-0.012	0.015	-0.151	0.011	0.152
16.0	20.0	168.0	-2005.479	1.165	0.055	-0.005	0.019	-0.053	-0.001	0.058
16.0	20.0	176.0	-2001.293	1.133	0.06	-0.007	0.023	-0.058	-0.001	0.063
16.0	20.0	184.0	-1996.371	1.279	0.122	-0.068	0.056	-0.088	0.044	0.068
16.0	20.0	192.0	-1990.242	2.47	0.104	-0.059	0.042	-0.074	0.042	0.055
16.0	20.0	200.0	-1982.11	2.069	0.071	-0.013	0.03	-0.067	0.001	0.072
20.0	20.0	0.0	-2087.4	1.356	0.076	0.013	1.073	0.02	-0.129	0.206
20.0	20.0	8.0	-2093.833	1.536	0.053	0.076	0.78	-0.096	-0.475	0.46
20.0	20.0	16.0	-2087.523	2.722	0.334	-1.225	5.005	0.365	-1.611	0.55
20.0	20.0	24.0	-2092.735	1.824	0.121	-0.147	0.965	0.01	-0.297	0.118
20.0	20.0	32.0	-2093.0	1.641	0.234	0.164	0.599	-0.302	-0.471	0.534
20.0	20.0	40.0	-2086.982	1.365	0.136	-0.039	0.169	-0.102	-0.054	0.122
20.0	20.0	48.0	-2075.133	1.108	0.109	-0.004	0.011	-0.095	0.0	0.087
20.0	20.0	56.0	-2066.681	2.93	0.036	-0.003	0.006	-0.031	0.002	0.029
20.0	20.0	64.0	-2062.967	1.256	0.74	-0.057	0.009	-0.663	0.051	0.596
20.0	20.0	72.0	-2062.015	4.313	0.104	-0.01	0.011	-0.095	0.008	0.089
20.0	20.0	80.0	-2060.762	4.017	0.166	-0.019	0.016	-0.146	0.014	0.132
20.0	20.0	88.0	-2058.485	3.18	0.124	-0.091	0.098	-0.063	0.038	0.039
20.0	20.0	96.0	-2054.982	1.096	0.417	-0.025	0.029	-0.373	0.019	0.342
20.0	20.0	104.0	-2051.341	0.987	0.079	0.001	0.019	-0.07	0.005	0.067
20.0	20.0	112.0	-2046.239	1.039	0.089	0.004	0.021	-0.078	0.005	0.074
20.0	20.0	120.0	-2042.951	2.866	0.165	0.038	0.063	-0.128	-0.003	0.116
20.0	20.0	128.0	-2039.504	3.056	0.249	0.011	0.025	-0.222	0.001	0.205
20.0	20.0	136.0	-2035.258	2.699	0.121	0.009	0.021	-0.107	0.001	0.101
20.0	20.0	144.0	-2030.104	2.771	0.247	0.006	0.016	-0.224	0.001	0.207
20.0	20.0	152.0	-2025.091	3.915	0.325	0.007	0.017	-0.294	-0.001	0.271
20.0	20.0	160.0	-2019.847	2.745	0.138	-0.004	0.012	-0.127	0.006	0.12
20.0	20.0	168.0	-2014.938	2.212	0.139	-0.009	0.012	-0.13	0.009	0.126
20.0	20.0	176.0	-2010.424	1.152	0.043	-0.003	0.012	-0.039	0.002	0.039
20.0	20.0	184.0	-2006.008	1.103	0.065	-0.006	0.017	-0.061	-0.0	0.062
20.0	20.0	192.0	-2001.918	1.073	0.067	-0.008	0.021	-0.061	-0.001	0.063
20.0	20.0	200.0	-1997.051	1.09	0.099	-0.046	0.073	-0.072	0.008	0.069
24.0	20.0	0.0	-2089.306	1.447	0.058	0.009	0.905	-0.004	-0.179	0.223
24.0	20.0	8.0	-2095.911	1.774	0.045	0.073	0.838	-0.089	-0.537	0.494
24.0	20.0	16.0	-2087.892	2.514	0.26	-0.17	0.691	-0.143	-0.218	0.253
24.0	20.0	24.0	-2094.041	2.309	0.133	-0.258	1.033	0.037	-0.271	0.093
24.0	20.0	32.0	-2094.214	0.973	0.116	-0.056	0.689	-0.072	-0.319	0.24
24.0	20.0	40.0	-2089.751	1.777	0.176	-0.08	0.172	-0.113	-0.019	0.111
24.0	20.0	48.0	-2078.532	1.044	0.148	-0.003	0.013	-0.129	-0.002	0.117
24.0	20.0	56.0	-2068.02	1.217	0.112	-0.006	0.006	-0.097	0.005	0.085
24.0	20.0	64.0	-2064.066	1.116	0.358	-0.029	0.007	-0.318	0.026	0.283
24.0	20.0	72.0	-2061.262	1.33	0.593	-0.045	0.008	-0.523	0.039	0.464
24.0	20.0	80.0	-2062.685	4.293	0.148	-0.018	0.015	-0.129	0.013	0.116
24.0	20.0	88.0	-2060.911	3.986	0.223	-0.156	0.131	-0.118	0.076	0.068
24.0	20.0	96.0	-2057.685	1.009	0.168	-0.021	0.049	-0.139	0.003	0.128
24.0	20.0	104.0	-2053.597	1.038	0.09	0.001	0.022	-0.079	0.006	0.075
24.0	20.0	112.0	-2050.015	0.989	0.103	0.0	0.017	-0.09	0.005	0.084
24.0	20.0	120.0	-2045.396	1.071	0.195	0.0	0.018	-0.173	0.008	0.159
24.0	20.0	128.0	-2042.56	3.239	0.177	0.009	0.024	-0.155	0.002	0.142
24.0	20.0	136.0	-2039.294	2.962	0.143	0.008	0.018	-0.126	0.0	0.115
24.0	20.0	144.0	-2035.517	2.687	0.076	0.006	0.018	-0.064	0.002	0.06
24.0	20.0	152.0	-2030.41	3.122	0.271	0.007	0.015	-0.243	-0.001	0.222
24.0	20.0	160.0	-2025.675	2.794	0.207	-0.003	0.011	-0.186	0.005	0.172
24.0	20.0	168.0	-2020.553	2.742	0.025	0.0	0.01	-0.022	0.002	0.022
24.0	20.0	176.0	-2015.997	1.128	0.297	-0.018	0.013	-0.273	0.017	0.255
24.0	20.0	184.0	-2011.475	1.12	0.04	-0.003	0.013	-0.036	0.0	0.036
24.0	20.0	192.0	-2007.524	1.097	0.065	-0.005	0.017	-0.059	-0.001	0.059
24.0	20.0	200.0	-2003.449	1.111	0.064	-0.008	0.022	-0.057	-0.001	0.057
28.0	20.0	0.0	-2090.772	1.584	0.05	0.007	0.764	-0.031	-0.229	0.242
28.0	20.0	8.0	-2097.272	1.866	0.041	0.009	0.918	-0.052	-0.537	0.46
28.0	20.0	16.0	-2088.575	1.552	0.172	-0.238	1.088	-0.017	-0.367	0.206
28.0	20.0	24.0	-2095.086	3.346	0.137	-0.281	0.919	0.047	-0.226	0.071
28.0	20.0	32.0	-2097.177	1.041	0.115	-0.118	0.786	-0.032	-0.299	0.192
28.0	20.0	40.0	-2092.841	1.606	0.109	-0.017	0.121	-0.084	-0.046	0.098
28.0	20.0	48.0	-2082.732	0.999	0.21	-0.009	0.013	-0.176	0.003	0.15
28.0	20.0	56.0	-2073.522	1.121	0.199	-0.013	0.006	-0.164	0.01	0.137
28.0	20.0	64.0	-2065.166	1.202	0.177	-0.014	0.005	-0.148	0.011	0.124
28.0	20.0	72.0	-2063.464	3.347	0.547	-0.071	0.015	-0.478	0.062	0.419
28.0	20.0	80.0	-2061.277	1.34	0.279	-0.024	0.007	-0.237	0.02	0.204
28.0	20.0	88.0	-2063.495	4.401	0.183	-0.05	0.041	-0.138	0.027	0.113
28.0	20.0	96.0	-2061.398	4.258	0.27	-0.197	0.167	-0.132	0.089	0.07
28.0	20.0	104.0	-2057.613	1.043	0.149	-0.008	0.023	-0.124	0.003	0.109
28.0	20.0	112.0	-2053.459	1.089	0.091	0.0	0.018	-0.077	0.006	0.071
28.0	20.0	120.0	-2050.208	1.018	0.097	0.001	0.016	-0.083	0.004	0.074
28.0	20.0	128.0	-2046.098	1.107	0.193	0.0	0.015	-0.166	0.006	0.148
28.0	20.0	136.0	-2043.733	3.186	0.141	0.014	0.027	-0.116	0.0	0.103
28.0	20.0	144.0	-2040.908	3.022	0.115	0.016	0.03	-0.093	-0.001	0.083
28.0	20.0	152.0	-2037.953	2.793	0.033	0.008	0.021	-0.025	0.002	0.023
28.0	20.0	160.0	-2033.413	5.191	0.207	0.007	0.014	-0.179	-0.002	0.159
28.0	20.0	168.0	-2029.198	4.791	0.35	0.006	0.014	-0.301	-0.001	0.263
28.0	20.0	176.0	-2024.229	2.785	0.056	0.0	0.011	-0.047	0.002	0.043
